,Cities,Latency,GeodesicDistance,GCD,RoutingDistance,GCDPredic,GeodesicPredic,Diff_Geodesic,Diff_GCD,Diff_between_both
229,"('Salt Lake City', 'Frankfurt')",125.816,7.3071692663087155,8372.014359115139,10465.017948893925,146.0635595237518,175.0424751400935,-49.2264751400935,-20.24755952375179,28.97891561634171
233,"('Salt Lake City', 'Hong Kong')",151.042,8.694319183557406,11544.64390855717,14430.804885696461,201.41529987727864,208.27150625411397,-57.22950625411397,-50.37329987727864,6.856206376835331
235,"('Salt Lake City', 'Osaka')",117.92299999999999,7.3278184524678265,9163.000831036385,11453.75103879548,159.86361942190067,175.53712423376984,-57.61412423376986,-41.94061942190068,15.67350481186918
238,"('Salt Lake City', 'Jakarta')",184.65599999999998,9.470427059381931,14581.489426050404,18226.861782563006,254.39806447632245,226.86308920627297,-42.207089206273,-69.74206447632247,-27.534975270049472
240,"('Salt Lake City', 'Sydney')",148.814,8.165717495987826,12904.851814787371,16131.064768484213,225.14636386667817,195.60890814214346,-46.79490814214347,-76.33236386667818,-29.53745572453471
241,"('Salt Lake City', 'Sao Paulo')",157.205,6.084464555389677,9805.108895613506,12256.386119516883,171.06625065113738,145.7527117358802,11.452288264119801,-13.861250651137368,-25.31353891525717
250,"('Portland', 'London')",124.296,6.9606676313116465,7834.068894443106,9792.586118053881,136.67821616082418,166.74206473224544,-42.44606473224543,-12.382216160824171,30.06384857142126
251,"('Portland', 'Frankfurt')",136.188,7.674438339443252,8327.80082102596,10409.751026282449,145.29218163601402,183.84036735538533,-47.65236735538534,-9.104181636014033,38.548185719371304
255,"('Portland', 'Hong Kong')",129.799,8.317355767239112,10628.061480196873,13285.076850246092,185.42401195772723,199.2413870622874,-69.4423870622874,-55.625011957727224,13.81737510456017
260,"('Portland', 'Jakarta')",163.309,9.104196351214817,13658.42122887419,17073.026536092737,238.29362165296106,218.0900709151195,-54.7810709151195,-74.98462165296107,-20.203550737841567
262,"('Portland', 'Sydney')",160.42700000000002,7.848606169775174,12447.598338284603,15559.497922855753,217.16882494739906,188.0125395057754,-27.585539505775387,-56.74182494739904,-29.156285441623652
263,"('Portland', 'Sao Paulo')",169.32,6.330665952278914,10727.034327581645,13408.792909477055,187.15075605599569,151.6504404354387,17.669559564561297,-17.830756055995693,-35.50031562055699
272,"('Las Vegas', 'London')",132.562,6.637706721906291,8401.80812228833,10502.260152860414,146.58336072260497,159.00556994260626,-26.443569942606246,-14.021360722604953,12.422209220001292
273,"('Las Vegas', 'Frankfurt')",145.085,7.322808830909076,8954.27540053218,11192.844250665225,156.2220610065859,175.4171192735451,-30.33211927354509,-11.137061006585895,19.195058266959194
277,"('Las Vegas', 'Hong Kong')",143.799,8.652581382180388,11704.963543073114,14631.204428841393,204.21233957101143,207.2716815896404,-63.47268158964039,-60.41333957101142,3.0593420186289677
279,"('Las Vegas', 'Osaka')",110.973,7.313170368307634,9266.961943201513,11583.702429001893,161.67739200320946,175.18623091051228,-64.21323091051228,-50.70439200320946,13.508838907302817
282,"('Las Vegas', 'Jakarta')",179.479,9.369002201655388,14601.311341797566,18251.639177246958,254.74389039663492,224.43346735269924,-44.954467352699226,-75.26489039663491,-30.310423043935685
284,"('Las Vegas', 'Sydney')",142.257,7.975291295894027,12430.914475291636,15538.643094114545,216.87774751838032,191.04726844541045,-48.79026844541045,-74.62074751838031,-25.830479072969865
285,"('Las Vegas', 'Sao Paulo')",153.148,5.830191207503159,9769.452738345652,12211.815922932064,170.44417034571944,139.66162029484423,13.48637970515577,-17.296170345719446,-30.782550050875216
294,"('Los Angeles', 'London')",137.07,7.06595278068267,8755.430461576208,10944.28807697026,152.7528840162753,169.26415946821535,-32.19415946821536,-15.682884016275295,16.511275451940065
295,"('Los Angeles', 'Frankfurt')",148.202,7.722297189283338,9302.43160216604,11628.03950270755,162.29621853900147,184.98682109527502,-36.78482109527502,-14.094218539001474,22.690602556273546
299,"('Los Angeles', 'Hong Kong')",138.487,8.215065304219795,11653.0514411503,14566.314301437877,203.30664757575698,196.79102972450366,-58.304029724503664,-64.81964757575699,-6.5156178512533245
301,"('Los Angeles', 'Osaka')",105.37899999999999,6.907057694757503,9189.496936169297,11486.87117021162,160.3258875527496,165.45784431192376,-60.078844311923774,-54.946887552749615,5.131956759174159
304,"('Los Angeles', 'Jakarta')",171.09400000000002,8.878022485139908,14448.57304279203,18060.716303490037,252.07911956952069,212.67209962050416,-41.57809962050413,-80.98511956952066,-39.40701994901653
306,"('Los Angeles', 'Sydney')",136.66899999999998,7.439457216652525,12072.329160749372,15090.411450936715,210.62163695904258,178.21141914774856,-41.542419147748575,-73.9526369590426,-32.41021781129402
307,"('Los Angeles', 'Sao Paulo')",147.635,5.786122225181026,9892.452128693374,12365.565160866718,172.59009700121774,138.60595243476905,9.02904756523094,-24.95509700121775,-33.98414456644869
308,"('Seoul', 'Council Bluffs')",146.828,8.722388326040893,10229.354099123813,12786.692623904766,178.46790596102426,208.9438996251042,-62.11589962510419,-31.639905961024255,30.475993664079937
309,"('Seoul', 'Moncks Corner')",182.183,10.03003011634578,11665.007009386745,14581.258761733432,203.51523212636073,240.26832187804837,-58.085321878048376,-21.332232126360736,36.75308975168764
310,"('Seoul', 'Portland')",114.649,7.335166398404052,8533.379516886765,10666.724396108457,148.8788400901992,175.71314350977084,-61.064143509770844,-34.22984009019919,26.834303419571654
311,"('Seoul', 'Los Angeles')",124.834,7.297388648942933,9585.712506945309,11982.140633681636,167.23851982066606,174.80818147455622,-49.97418147455622,-42.40451982066605,7.569661653890165
312,"('Seoul', 'Salt Lake City')",137.516,7.713252193056741,9448.60682745284,11810.75853431605,164.8464857511367,184.77014915715034,-47.25414915715035,-27.330485751136706,19.923663406013645
313,"('Seoul', 'Las Vegas')",130.468,7.701498083241301,9620.980723303708,12026.225904129635,167.85383185889174,184.48858068649105,-54.02058068649106,-37.38583185889175,16.63474882759931
314,"('Seoul', 'Montreal')",176.141,10.025349622407498,10551.742768251073,13189.678460313842,184.0925065103035,240.15620113553152,-64.01520113553153,-7.951506510303517,56.06369462522801
316,"('Seoul', 'London')",240.60299999999998,8.566514958938356,8857.348542042406,11071.685677553007,154.53101254952523,205.20996942701103,35.39303057298895,86.07198745047475,50.6789568774858
317,"('Seoul', 'Frankfurt')",251.90900000000002,7.673721156117297,8549.666284480665,10687.082855600831,149.1629895368985,183.82318730385936,68.08581269614066,102.74601046310153,34.66019776696086
326,"('Seoul', 'Jakarta')",106.85799999999999,2.7586173199460298,5293.578085563543,6616.972606954429,92.35517578305493,66.08238923300776,40.77561076699223,14.502824216945058,-26.272786550047172
328,"('Seoul', 'Sydney')",140.435,4.374358633786335,8328.023801377007,10410.029751721258,145.29607189496255,104.78730333219688,35.64769666780312,-4.861071894962549,-40.50876856276567
329,"('Seoul', 'Sao Paulo')",271.862,11.224789272850378,18345.526467043448,22931.90808380431,320.067881177975,268.888652450533,2.9733475494670074,-48.20588117797496,-51.179228727441966
330,"('Taipei', 'Council Bluffs')",149.937,9.246151465552703,11837.670371136379,14797.087963920474,206.52762844278968,221.49059082466457,-71.55359082466455,-56.590628442789665,14.962962381874888
331,"('Taipei', 'Moncks Corner')",182.763,10.452992065382137,13284.73415858544,16605.9176982318,231.77403612753128,250.4003311077733,-67.63733110777329,-49.01103612753127,18.626294980242022
332,"('Taipei', 'Portland')",118.367,7.8661397435375635,10078.182115967962,12597.727644959952,175.8304620899483,188.43255443051115,-70.06555443051114,-57.463462089948294,12.602092340562848
333,"('Taipei', 'Los Angeles')",126.196,7.760614233386176,11054.323075163715,13817.903843954644,192.8608465328305,185.90470187719936,-59.70870187719936,-66.6648465328305,-6.956144655631135
334,"('Taipei', 'Salt Lake City')",138.296,8.242770878988845,11001.079444325329,13751.34930540666,191.93192382574557,197.45471386893885,-59.15871386893886,-53.63592382574558,5.522790043193282
335,"('Taipei', 'Las Vegas')",131.858,8.198993058926852,11126.221597078424,13907.77699634803,194.11523449549864,196.40602077033768,-64.54802077033767,-62.257234495498636,2.2907862748390357
336,"('Taipei', 'Montreal')",178.787,10.538753846767058,12147.446974415318,15184.308718019147,211.93219076091754,252.4547456065938,-73.6677456065938,-33.14519076091753,40.52255484567627
338,"('Taipei', 'London')",244.817,8.129549898879313,9820.19422020303,12275.242775253788,171.3294389486727,194.7425171380465,50.0744828619535,73.4875610513273,23.413078189373806
339,"('Taipei', 'Frankfurt')",254.545,7.221570914549043,9401.5613172948,11751.9516466185,164.02569945305626,172.99197558084427,81.55302441915572,90.51930054694373,8.966276127788007
350,"('Taipei', 'Sydney')",131.25799999999998,3.7798669293349954,7211.7818070505355,9014.72725881317,125.82139447713162,90.54631676066465,40.71168323933533,5.436605522868362,-35.27507771646697
351,"('Taipei', 'Sao Paulo')",273.26599999999996,10.386582235626477,18725.74220286966,23407.177753587075,326.7013700110721,248.80949058521136,24.4565094147886,-53.43537001107211,-77.89187942586071
354,"('Saint-Ghislain', 'Portland')",129.974,7.297535012735683,8097.441946764445,10121.802433455556,141.27319221492115,174.8116876038958,-44.8376876038958,-11.299192214921163,33.53849538897464
355,"('Saint-Ghislain', 'Los Angeles')",141.998,7.352741166223518,9037.322415035467,11296.653018794334,157.67095275782424,176.13414523383327,-34.136145233833275,-15.672952757824248,18.463192476009027
356,"('Saint-Ghislain', 'Salt Lake City')",119.624,6.9310510644422205,8105.1235163955425,10131.404395494428,141.4072098306251,166.0326029720151,-46.4086029720151,-21.78320983062511,24.625393141389992
357,"('Saint-Ghislain', 'Las Vegas')",137.433,6.949561542810173,8685.32102460855,10856.651280760687,151.52970958292605,166.4760195443522,-29.043019544352205,-14.096709582926053,14.946309961426152
364,"('Saint-Ghislain', 'Taipei')",248.049,7.622043958849945,9669.170896558504,12086.46362069813,168.6945886872646,182.58526545090768,65.46373454909232,79.35441131273541,13.890676763643086
365,"('Saint-Ghislain', 'Hong Kong')",260.406,7.071817555924069,9449.540250397973,11811.925312997466,164.86277084956808,169.40464954542324,91.00135045457677,95.54322915043193,4.541878695855161
367,"('Saint-Ghislain', 'Osaka')",225.15,8.513596055737864,9428.918103373155,11786.147629216444,164.50298357851693,203.9423026383652,21.207697361634814,60.64701642148307,39.43931905984826
368,"('Saint-Ghislain', 'Seoul')",245.472,8.086577740738496,8763.55407588824,10954.4425948603,152.89461382844667,193.71312358646125,51.75887641353876,92.57738617155334,40.818509758014585
370,"('Saint-Ghislain', 'Jakarta')",295.099,7.259423416328637,11456.268260609035,14320.335325761294,199.87344135186078,173.89872830002577,121.20027169997422,95.22555864813921,-25.97471305183501
372,"('Saint-Ghislain', 'Sydney')",278.20799999999997,10.37664400557254,16795.813543675864,20994.76692959483,293.0305904952876,248.57142132422223,29.63657867577774,-14.822590495287614,-44.459169171065355
373,"('Saint-Ghislain', 'Sao Paulo')",206.46599999999998,5.5909742948349175,9608.279053360451,12010.348816700563,167.63223033693686,133.93120418393167,72.53479581606831,38.83376966306312,-33.70102615300519
374,"('Mumbai', 'Council Bluffs')",236.53599999999997,9.96334701145594,13205.954256666997,16507.442820833745,230.39959117324003,238.6709350782432,-2.134935078243217,6.136408826759947,8.271343905003164
375,"('Mumbai', 'Moncks Corner')",273.295,8.384596922375785,13529.108043921404,16911.385054901755,236.03754046659847,200.8521418973602,72.4428581026398,37.257459533401544,-35.18539856923826
376,"('Mumbai', 'Portland')",203.83700000000002,11.06846890891888,12684.333837534119,15855.417296917649,221.2990650787205,265.1440144901766,-61.307014490176556,-17.462065078720485,43.84494941145607
377,"('Mumbai', 'Los Angeles')",209.22400000000002,10.965031260385473,13991.04774372746,17488.809679659324,244.09683825859813,262.66617644344615,-53.44217644344613,-34.87283825859811,18.56933818484802
378,"('Mumbai', 'Salt Lake City')",223.067,10.989043547672686,13343.46014969734,16679.325187121674,232.7986076261486,263.2413882727257,-40.17438827272571,-9.731607626148588,30.44278064657712
379,"('Mumbai', 'Las Vegas')",216.299,10.911929359714307,13814.5474351721,17268.184293965125,241.01750009471075,261.3941259695395,-45.09512596953951,-24.71850009471075,20.37662587482876
380,"('Mumbai', 'Montreal')",261.105,8.592396064843275,12075.338639454556,15094.173299318194,210.6741422645921,205.82994861072143,55.27505138927859,50.430857735407926,-4.844193653870661
381,"('Mumbai', 'Saint-Ghislain')",334.745,4.526112362714629,6911.205887670473,8639.007359588091,120.57735322151957,108.42254802891185,226.32245197108816,214.16764677848045,-12.154805192607725
382,"('Mumbai', 'London')",332.939,5.065742962843938,7191.665497655252,8989.581872069064,125.47043237545329,121.34934258716693,211.5896574128331,207.46856762454672,-4.121089788286355
383,"('Mumbai', 'Frankfurt')",338.522,4.175863820289614,6563.760576577278,8204.700720721597,114.51559834375165,100.03238084570997,238.48961915429004,224.00640165624833,-14.483217498041682
389,"('Mumbai', 'Osaka')",125.811,4.240085950573336,6348.07922415802,7935.099030197525,110.7526824305755,101.57081525634614,24.24018474365387,15.058317569424503,-9.181867174229367
390,"('Mumbai', 'Seoul')",143.205,3.8296166118102835,5595.23791679426,6994.047395992825,97.61812766355669,91.73806519847075,51.46693480152926,45.58687233644332,-5.880062465085942
394,"('Mumbai', 'Sydney')",141.503,5.503657890399996,10156.868006548433,12696.085008185542,177.20326686183293,131.83954885262676,9.663451147373223,-35.700266861832944,-45.36371800920617
395,"('Mumbai', 'Sao Paulo')",360.69699999999995,6.983015526652162,13789.700215954705,17237.125269943383,240.58399949049732,167.2774062266066,193.41959377339336,120.11300050950263,-73.30659326389073
396,"('Tokyo', 'Council Bluffs')",119.37700000000001,7.886360890415473,9753.166956921405,12191.458696151756,170.16003810437167,188.91694988799708,-69.53994988799707,-50.783038104371656,18.756911783625412
397,"('Tokyo', 'Moncks Corner')",156.062,9.190097795284798,11310.24461852006,14137.805773150076,197.32581875791288,220.14783101894605,-64.08583101894604,-41.26381875791287,22.822012261033166
400,"('Tokyo', 'Salt Lake City')",110.384,6.874861168186867,8808.488220227402,11010.610275284253,153.67856387736006,164.68657988702222,-54.30257988702222,-43.29456387736006,11.008016009662157
401,"('Tokyo', 'Las Vegas')",103.541,6.859043282919874,8896.576217440592,11120.72027180074,155.2154038626222,164.30766410066119,-60.76666410066119,-51.6744038626222,9.092260238038989
402,"('Tokyo', 'Montreal')",147.659,9.193380267458377,10387.444993860792,12984.30624232599,181.2260616238173,220.22646229638082,-72.56746229638082,-33.567061623817295,39.00040067256353
403,"('Tokyo', 'Saint-Ghislain')",217.76,8.888009060876268,9509.71397344214,11887.142466802674,165.91260041275535,212.91132699725677,4.848673002743226,51.84739958724464,46.99872658450141
404,"('Tokyo', 'London')",212.834,9.362271999878267,9561.855399742606,11952.319249678258,166.82229334893617,224.2722460733878,-11.438246073387802,46.01170665106383,57.449952724451634
405,"('Tokyo', 'Frankfurt')",223.90200000000002,8.474001368433033,9335.564926007819,11669.456157509774,162.87428386612487,202.99381604723183,20.908183952768184,61.027716133875145,40.11953218110696
415,"('Tokyo', 'Mumbai')",115.359,4.674899845495611,6730.139192068278,8412.673990085348,117.41834692549412,111.9867366095609,3.3722633904391017,-2.0593469254941255,-5.431610315933227
416,"('Tokyo', 'Sydney')",113.382,4.196357630284939,7823.393031597799,9779.241289497248,136.49195817543563,100.52330791964165,12.858692080358352,-23.109958175435622,-35.968650255793975
417,"('Tokyo', 'Sao Paulo')",245.011,11.412321627019615,18523.97975675342,23154.974695941775,323.18129231007396,273.38097037096,-28.369970370959976,-78.17029231007396,-49.800321939113985
418,"('Hamina', 'Council Bluffs')",130.097,7.428032777795003,7572.608259386758,9465.760324233448,132.11660537117103,177.93774791038885,-47.84074791038884,-2.019605371171025,45.82114253921782
419,"('Hamina', 'Moncks Corner')",122.295,6.410115402538443,7693.728412293912,9617.16051536739,134.22974563883176,153.55364370268322,-31.258643702683216,-11.934745638831757,19.32389806385146
420,"('Hamina', 'Portland')",162.523,8.801879368228292,7867.946103405079,9834.93262925635,137.2692597872996,210.84809922262863,-48.32509922262864,25.253740212700393,73.57883943532903
421,"('Hamina', 'Los Angeles')",173.766,8.955239785987914,9032.351879396878,11290.439849246097,157.58423358882024,214.52183198217148,-40.755831982171486,16.18176641117975,56.93759839335124
422,"('Hamina', 'Salt Lake City')",151.217,8.4390184655635,8150.253453209468,10187.816816511835,142.19457580127073,202.15580426966125,-50.93880426966123,9.022424198729283,59.961228468390516
423,"('Hamina', 'Las Vegas')",169.31900000000002,8.50450131934253,8724.946260819379,10906.182826024224,152.22103699824774,203.7244391797033,-34.40543917970328,17.097963001752277,51.503402181455556
424,"('Hamina', 'Montreal')",112.855,6.110767208692808,6244.114038704293,7805.142548380367,108.93883878404796,146.38278904340336,-33.52778904340336,3.9161612159520445,37.443950259355404
430,"('Hamina', 'Taipei')",279.541,6.690477508633897,7871.497089414671,9839.371361768339,137.33121257836422,160.2696886166433,119.2713113833567,142.20978742163578,22.938476038279077
431,"('Hamina', 'Hong Kong')",292.73,6.1737983554730285,7700.9136866845165,9626.142108355645,134.35510456783356,147.89269356883963,144.83730643116039,158.37489543216645,13.537589001006069
432,"('Hamina', 'Tokyo')",251.287,7.7321939598458655,7696.612588039257,9620.765735049072,134.2800648281674,185.22389719848587,66.06310280151413,117.0069351718326,50.94383237031846
433,"('Hamina', 'Osaka')",257.933,7.382525536374075,7601.217144000524,9501.521430000656,132.61573441484512,176.84762670410387,81.08537329589612,125.31726558515487,44.23189228925875
434,"('Hamina', 'Seoul')",278.165,6.971293388528219,6927.928507011634,8659.910633764543,120.86910681877319,166.99660363447154,111.16839636552848,157.29589318122683,46.12749681569835
436,"('Hamina', 'Jakarta')",328.603,6.760406593019067,10044.678507297667,12555.848134122083,175.24593653500273,161.94483251559447,166.65816748440554,153.35706346499728,-13.301104019408257
437,"('Hamina', 'Mumbai')",365.17400000000004,4.136536017922705,5835.443800861601,7294.304751077001,101.80891436559165,99.09028745533723,266.08371254466283,263.3650856344084,-2.7186269102544145
438,"('Hamina', 'Sydney')",310.063,9.913481929336244,15069.636254182868,18837.045317728585,262.91458872351603,237.4764222540309,72.5865777459691,47.148411276483955,-25.43816646948514
439,"('Hamina', 'Sao Paulo')",237.74200000000002,7.32459001035349,11443.018625814693,14303.773282268367,199.64227968186864,175.45978724075047,62.282212759249546,38.099720318131375,-24.18249244111817
440,"('Singapore', 'Council Bluffs')",185.938,10.31623068691417,14882.534838084088,18603.16854760511,259.65029680342775,247.12422659751098,-61.186226597510995,-73.71229680342776,-12.526070205916767
441,"('Singapore', 'Moncks Corner')",222.827,10.934721093633184,16155.13000907425,20193.912511342813,281.85281253432606,261.9400995706013,-39.11309957060132,-59.025812534326064,-19.912712963724744
442,"('Singapore', 'Portland')",157.268,8.967330511867079,13188.647335841431,16485.80916980179,230.09764347561986,214.81146405541324,-57.54346405541324,-72.82964347561986,-15.286179420206622
443,"('Singapore', 'Los Angeles')",158.679,8.769799442147917,14130.638395559443,17663.297994449305,246.53222675749876,210.07962795027004,-51.400627950270035,-87.85322675749876,-36.452598807228725
444,"('Singapore', 'Salt Lake City')",170.72799999999998,9.337220094590403,14111.275867203147,17639.094834003932,246.19441560575117,223.67213030369,-52.94413030369003,-75.4664156057512,-22.522285302061164
445,"('Singapore', 'Las Vegas')",164.41,9.249664888942704,14225.144854994222,17781.43106874278,248.18104737233702,221.57475451432154,-57.164754514321544,-83.77104737233702,-26.60629285801548
446,"('Singapore', 'Montreal')",210.495,11.185329469122491,14799.49765891372,18499.37207364215,258.2015766457479,267.9433969813709,-57.44839698137088,-47.70657664574787,9.741820335623004
447,"('Singapore', 'Saint-Ghislain')",280.598,7.101342333399057,10589.974396377589,13237.467995471987,184.75952014059754,170.11191250031482,110.4860874996852,95.83847985940247,-14.647607640282729
448,"('Singapore', 'London')",275.972,7.64295694538862,10841.315743972753,13551.64467996594,189.14458331780958,183.08623385507198,92.885766144928,86.8274166821904,-6.058349462737596
449,"('Singapore', 'Frankfurt')",286.994,6.734249829513019,10251.111631436483,12813.889539295604,178.8475018957328,161.31824998289426,125.67575001710577,108.14649810426724,-17.529251912838532
451,"('Singapore', 'Hamina')",315.231,6.517621180462253,9145.593121627086,11431.991402033857,159.55991330167535,156.1289333632649,159.1020666367351,155.67108669832464,-3.430979938410445
461,"('Singapore', 'Sao Paulo')",307.04900000000004,9.098188216428118,15991.123951700447,19988.904939625558,278.9914571309646,217.94614667500534,89.1028533249947,28.057542869035444,-61.04531045595925
462,"('Zurich', 'Council Bluffs')",110.03,6.2805262208032,7670.573513257197,9588.216891571497,133.82577034344382,150.44934841464274,-40.41934841464274,-23.79577034344382,16.62357807119892
463,"('Zurich', 'Moncks Corner')",103.021,5.075959448454453,7266.05746427126,9082.571830339075,126.7683225817781,121.59407743089679,-18.573077430896788,-23.747322581778093,-5.174245150881305
464,"('Zurich', 'Portland')",141.52,7.674438339443252,8575.35729122976,10719.1966140372,149.61121140233712,183.84036735538533,-42.320367355385315,-8.091211402337109,34.229155953048206
465,"('Zurich', 'Los Angeles')",153.855,7.722297189283338,9522.534204967476,11903.167756209346,166.13627043650183,184.98682109527502,-31.13182109527503,-12.281270436501842,18.850550658773187
466,"('Zurich', 'Salt Lake City')",131.132,7.3071692663087155,8590.411175139956,10738.013968924944,149.8738511655127,175.0424751400935,-43.910475140093496,-18.741851165512685,25.16862397458081
467,"('Zurich', 'Las Vegas')",149.089,7.322808830909076,9170.717507401878,11463.396884252346,159.9982495323244,175.4171192735451,-26.3281192735451,-10.909249532324395,15.418869741220703
