,Cities,Latency,GeodesicDistance,GCD,RoutingDistance,GCDPredic,GeodesicPredic,Diff_Geodesic,Diff_GCD,Diff_between_both
143,"('London', 'Sao Paulo')",192.350406,5.994969219332908,9497.353702203387,11871.692127754233,161.5525287089167,142.2104566635485,50.13994933645148,30.797877291083296,-19.342072045368184
145,"('London', 'Mumbai')",108.610998,5.2413758971903315,7191.631596758521,8989.539495948151,122.33157850378254,124.33399282201746,-15.72299482201747,-13.720580503782543,2.0024143182349263
146,"('London', 'Tokyo')",211.273969,8.993645386431266,9558.620625495372,11948.275781869215,162.59469547393243,213.34395068282382,-2.0699816828238227,48.67927352606756,50.749255208891384
147,"('London', 'Seoul')",240.182858,8.129160903272314,8857.051157457858,11071.313946822322,150.66081102776982,192.83696747228012,47.34589052771989,89.52204697223019,42.1761564445103
156,"('Ashburn', 'Stockholm')",107.517359,6.460671289442309,6646.839385328082,5525.25,113.06451715835837,153.25767002468524,-45.74031102468524,-5.547158158358371,40.19315286632687
157,"('Ashburn', 'Sao Paulo')",118.335526,4.860503827451284,7664.586009274463,9580.73251159308,130.37665966025924,115.2990855545523,3.0364404454476954,-12.041133660259234,-15.07757410570693
159,"('Ashburn', 'Mumbai')",181.816031,9.656242432947481,12854.630832364392,16068.288540455489,218.66071136281678,229.06183431517292,-47.24580331517291,-36.844680362816774,10.401122952356133
160,"('Ashburn', 'Tokyo')",150.016156,8.767189650585896,10871.201490654592,13589.00186331824,184.92204733955936,207.97205093982004,-57.95589493982004,-34.90589133955936,23.05000360026068
161,"('Ashburn', 'Seoul')",181.57966,9.547237270227967,11136.428265779881,13920.535332224852,189.43362577986332,226.47605390465208,-44.896393904652086,-7.85396577986333,37.042428124788756
168,"('Sydney', 'Portland')",138.397162,7.233044252259183,12341.519933298076,15426.899916622595,209.93255762110266,171.57961760075437,-33.182455600754366,-71.53539562110265,-38.352940020348285
169,"('Sydney', 'Montreal')",195.309547,9.52363255669091,16029.335242320314,20036.669052900394,272.6632831752934,225.91611156488295,-30.606564564882945,-77.35373617529336,-46.74717161041042
170,"('Sydney', 'Stockholm')",298.542772,10.344304613247264,15596.41613199828,19495.520164997848,265.2992132257122,245.38379249267248,53.15897950732753,33.243558774287806,-19.915420733039724
171,"('Sydney', 'Sao Paulo')",308.572037,9.525774139296471,13356.682283544109,16695.852854430137,227.20074093560692,225.96691340041824,82.60512359958179,81.3712960643931,-1.2338275351886807
173,"('Sydney', 'Mumbai')",223.173177,5.793318363313974,10157.128436377907,12696.410545472383,172.77547354453114,137.42696916396815,85.74620783603186,50.39770345546887,-35.348504380562986
174,"('Sydney', 'Tokyo')",104.639218,4.465302236664333,7827.167943985337,9783.959929981671,133.14222188932902,105.92425865490276,-1.2850406549027582,-28.503003889329023,-27.217963234426264
175,"('Sydney', 'Seoul')",148.719888,4.638819827728682,8330.122786595899,10412.653483244874,141.69761839217597,110.0403791822348,38.679508817765196,7.022269607824029,-31.657239209941167
177,"('Sydney', 'Columbus')",187.868352,9.016912518297893,15222.317213734535,19027.89651716817,258.93569048792506,213.89588503426862,-26.02753303426863,-71.06733848792507,-45.03980545365644
178,"('Sydney', 'Paris')",274.209047,10.276356031467596,16960.854868447026,21201.068585558784,288.5086813631951,243.7719412068702,30.437105793129803,-14.299634363195082,-44.736740156324885
179,"('Sydney', 'Dublin')",254.632443,10.862582076754546,17214.802206079567,21518.502757599457,292.82839355248797,257.6781800144816,-3.0457370144816025,-38.19595055248797,-35.15021353800637
180,"('Sydney', 'London')",263.940245,10.862582076754546,16994.414378059093,21243.017972573867,289.0795376048451,257.6781800144816,6.262064985518407,-25.13929260484508,-31.40135759036349
181,"('Sydney', 'Ashburn')",196.724396,9.331991510106707,15673.724003902851,19592.155004878565,266.6142408204401,221.37007308609782,-24.645677086097805,-69.88984482044009,-45.244167734342284
182,"('Singapore', 'Portland')",162.326315,8.636118355964701,13087.584229419012,16359.480286773764,222.62331100325926,204.8628258576541,-42.53651085765409,-60.29699600325927,-17.760485145605173
183,"('Singapore', 'Montreal')",219.321296,11.295219752782712,14798.833663932654,18498.542079915816,251.73212194848549,267.94105197042273,-48.619755970422744,-32.410825948485495,16.20893002193725
184,"('Singapore', 'Stockholm')",192.73066,6.637628120843665,9639.584246840572,12049.480308550716,163.97190834520978,157.45537494736735,35.275285052632654,28.758751654790217,-6.516533397842437
185,"('Singapore', 'Sao Paulo')",331.527551,9.220744722163337,15991.258903550413,19989.07362943802,272.01559446061196,218.73111766581627,112.79643333418375,59.51195653938805,-53.284476794795694
186,"('Singapore', 'Sydney')",168.827268,3.6291973362739784,6302.834413044473,7878.543016305592,107.21290049718627,86.09048547726933,82.73678252273068,61.614367502813735,-21.122415019916943
191,"('Singapore', 'Columbus')",220.64235,10.835566871646893,15368.112807573994,19210.141009467494,261.4157125654348,257.03733524703404,-36.39498524703404,-40.77336256543478,-4.378377318400737
192,"('Singapore', 'Paris')",155.520824,6.725426703512748,10732.293597712962,13415.366997141202,182.55918689800905,159.53810065937225,-4.017276659372243,-27.03836289800904,-23.021086238636798
193,"('Singapore', 'Dublin')",170.166112,7.2938734750963485,11201.893798164521,14002.367247705652,190.54721200942117,173.02258607009452,-2.856474070094521,-20.381100009421175,-17.524625939326654
194,"('Singapore', 'London')",164.388669,7.2938734750963485,10850.91565697766,13563.644571222076,184.57697987863955,173.02258607009452,-8.633917070094526,-20.188310878639555,-11.55439380854503
195,"('Singapore', 'Ashburn')",225.728809,11.19372007756126,15520.99546987357,19401.244337341963,264.01628757450464,265.5333139760564,-39.804504976056364,-38.28747857450463,1.5170264015517319
