source,destination,geodesic_distance
6130,6130,0.0
6130,6257,0.14635948907321872
6130,6373,0.14635948907321872
6130,6061,0.19226824625562783
6130,6215,0.373373428349841
6130,6223,0.03600521577789906
6130,6280,0.07748929079835726
6130,6097,0.07148532097066523
6130,6266,0.12583447708807066
6130,6259,0.07748929079835726
6130,6437,0.19226824625562783
6130,6144,0.0
6130,6288,0.021639794268182466
6130,6452,0.12583447708807066
6130,6067,0.19226824625562783
6130,6095,0.373373428349841
6130,6570,0.05597699629356662
6130,6524,0.0
6130,6208,0.298442822355939
6130,6072,0.021639794268182466
6130,6066,0.07244410507720561
6130,6092,0.0
6130,6247,0.0
6130,6574,0.03600521577789906
6130,6482,0.373373428349841
6130,6613,0.14923859858797334
6130,6289,0.0
6130,6389,0.07148532097066523
6130,6205,0.0
6130,6411,0.373373428349841
6130,6292,0.2217802419775912
6130,6436,0.03600521577789906
6130,6122,0.373373428349841
6130,6549,0.03600521577789906
6130,6407,0.38873962142572094
6130,6080,0.2217802419775912
6130,6343,0.07748929079835726
6130,6388,0.021639794268182466
6130,6434,0.38873962142572094
6130,6525,0.373373428349841
6130,6565,0.07748929079835726
6130,6480,0.373373428349841
6130,6147,0.12583447708807066
6130,6290,0.373373428349841
6130,6156,0.373373428349841
6130,6428,0.0
6130,6287,0.18166724883262977
6130,6062,0.12583447708807066
6130,6065,0.38873962142572094
6130,6497,0.0
6130,6074,0.373373428349841
6130,6222,0.0556265605520348
6130,6557,0.03600521577789906
6130,6155,0.0
6130,6127,0.03600521577789906
6130,6093,0.19226824625562783
6130,6101,0.3025198682622192
6130,6216,0.14635948907321872
6130,6274,0.38873962142572094
6130,6492,0.373373428349841
6130,6572,0.07244410507720561
6130,6479,0.0
6130,6229,0.373373428349841
6130,6125,0.373373428349841
6130,6264,0.38873962142572094
6130,6408,0.3025198682622192
6130,6409,0.19226824625562783
6130,6422,0.12583447708807066
6130,6517,0.0
6130,6236,0.05597699629356662
6130,6418,0.07050832493691184
6130,6421,0.373373428349841
6130,6454,0.07244410507720561
6130,6341,0.0
6130,6265,0.19226824625562783
6130,6140,0.0
6130,6379,0.05597699629356662
6130,6045,0.373373428349841
6257,6130,0.1463753976398288
6257,6257,0.0
6257,6373,0.0
6257,6061,0.07786100901640736
6257,6215,0.22385719882436161
6257,6223,0.1741897125134495
6257,6280,0.07781690200727531
6257,6097,0.11266986861126554
6257,6266,0.1792706288017059
6257,6259,0.07781690200727531
6257,6437,0.07786100901640736
6257,6144,0.1463753976398288
6257,6288,0.17156030740995018
6257,6452,0.1792706288017059
6257,6067,0.07786100901640736
6257,6095,0.22385719882436161
6257,6570,0.13406419098765082
6257,6524,0.1463753976398288
6257,6208,0.1496926742848267
6257,6072,0.17156030740995018
6257,6066,0.1117911070267048
6257,6092,0.1463753976398288
6257,6247,0.1463753976398288
6257,6574,0.1741897125134495
6257,6482,0.22385719882436161
6257,6613,0.021629295858363262
6257,6289,0.1463753976398288
6257,6389,0.11266986861126554
6257,6205,0.1463753976398288
6257,6411,0.22385719882436161
6257,6292,0.07055391589056192
6257,6436,0.1741897125134495
6257,6122,0.22385719882436161
6257,6549,0.1741897125134495
6257,6407,0.24770908873082548
6257,6080,0.07055391589056192
6257,6343,0.07781690200727531
6257,6388,0.17156030740995018
6257,6434,0.24770908873082548
6257,6525,0.22385719882436161
6257,6565,0.07781690200727531
6257,6480,0.22385719882436161
6257,6147,0.1792706288017059
6257,6290,0.22385719882436161
6257,6156,0.22385719882436161
6257,6428,0.1463753976398288
6257,6287,0.09581309309584946
6257,6062,0.1792706288017059
6257,6065,0.24770908873082548
6257,6497,0.1463753976398288
6257,6074,0.22385719882436161
6257,6222,0.19891621502595253
6257,6557,0.1741897125134495
6257,6155,0.1463753976398288
6257,6127,0.1741897125134495
6257,6093,0.07786100901640736
6257,6101,0.15796519404697817
6257,6216,0.0
6257,6274,0.24770908873082548
6257,6492,0.22385719882436161
6257,6572,0.1117911070267048
6257,6479,0.1463753976398288
6257,6229,0.22385719882436161
6257,6125,0.22385719882436161
6257,6264,0.24770908873082548
6257,6408,0.15796519404697817
6257,6409,0.07786100901640736
6257,6422,0.1792706288017059
6257,6517,0.1463753976398288
6257,6236,0.13406419098765082
6257,6418,0.07051142143598299
6257,6421,0.22385719882436161
6257,6454,0.1117911070267048
6257,6341,0.1463753976398288
6257,6265,0.07786100901640736
6257,6140,0.1463753976398288
