,FROM_PROBE,FROM_CITY,FROM_STATE,FROM_LATITUDE,FROM_LONGITUDE,TO_PROBE,TO_CITY,TO_STATE,TO_LATITUDE,TO_LONGITUDE,GREAT CIRCLE DISTANCE (in KM),RICCI
90,6373,Downtown Kansas City,Missouri,39.0985,-94.5795,6343,Chicago,Illinois,41.8485,-87.6205,663.0303036320976,-0.8787878787985701
92,6373,Downtown Kansas City,Missouri,39.0985,-94.5795,6259,Chicago,Illinois,41.8815,-87.6305,663.8511125361327,-1.1454545455045002
295,6144,Unknown,Virginia,39.0395,-77.4905,6388,Pittsburgh,Pennsylvania,40.4315,-80.0385,267.24184217251417,-0.5175438596551041
296,6144,Unknown,Virginia,39.0395,-77.4905,6389,Unknown,Michigan,42.4515,-83.2585,616.2341150757126,-0.9699248123028463
303,6557,Buffalo,New York,42.8905,-78.8805,6259,Chicago,Illinois,41.8815,-87.6305,727.0038563983315,-0.900000000243967
317,6388,Pittsburgh,Pennsylvania,40.4315,-80.0385,6289,Unknown,Virginia,39.0415,-77.4885,267.25002945466616,-0.5606060606500272
327,6216,Lawrence,Kansas,38.9505,-95.2625,6280,Unknown,Illinois,41.9975,-87.9685,703.5219455922623,-1.0535714286482651
332,6289,Unknown,Virginia,39.0415,-77.4885,6389,Unknown,Michigan,42.4515,-83.2585,616.2243368820996,-1.0129870132758851
