,FROM_PROBE,FROM_CITY,FROM_STATE,FROM_LATITUDE,FROM_LONGITUDE,TO_PROBE,TO_CITY,TO_STATE,TO_LATITUDE,TO_LONGITUDE,GREAT CIRCLE DISTANCE (in KM),RICCI
87,6144,Unknown,Virginia,39.0395,-77.4905,6388,Pittsburgh,Pennsylvania,40.4315,-80.0385,267.24184217251417,-0.6235294117753678
157,6092,Unknown,Virginia,39.0385,-77.4885,6454,Atlanta,Georgia,33.7795,-84.4205,852.0029933262994,-0.5701754386166515
190,6289,Unknown,Virginia,39.0415,-77.4885,6388,Pittsburgh,Pennsylvania,40.4315,-80.0385,267.25002945466616,-0.6571428571822486
194,6389,Unknown,Michigan,42.4515,-83.2585,6388,Pittsburgh,Pennsylvania,40.4315,-80.0385,349.9411271307949,-0.7000000000395732
211,6436,Unknown,New Jersey,40.5605,-74.4815,6388,Pittsburgh,Pennsylvania,40.4315,-80.0385,470.03152462216514,-0.6000000000351644
227,6388,Pittsburgh,Pennsylvania,40.4315,-80.0385,6418,Unknown,Indiana,39.9615,-86.1525,521.8067744340899,-0.7000000000918807
