,FROM_PROBE,FROM_CITY,FROM_STATE,FROM_LATITUDE,FROM_LONGITUDE,TO_PROBE,TO_CITY,TO_STATE,TO_LATITUDE,TO_LONGITUDE,GREAT CIRCLE DISTANCE (in KM),RICCI
639,6492,Los Angeles,California,34.0485,-118.2585,6437,Dallas,Texas,32.7905,-96.7915,1993.605514434244,-0.6059113300661947
