,6130,6257,6373,6061,6215,6223,6280,6097,6266,6259,6437,6144,6288,6452,6067,6095,6570,6524,6208,6072,6066,6092,6247,6574,6482,6613,6289,6389,6205,6411,6292,6436,6122,6549,6407,6080,6343,6388,6434,6525,6565,6480,6147,6290,6156,6428,6287,6062,6065,6497,6074,6222,6557,6155,6127,6093,6101,6216,6274,6492,6572,6479,6229,6125,6264,6408,6409,6422,6517,6236,6418,6421,6454,6341,6265,6140,6379,6045
6130,,,,,,0.6111111110248897,,,,,,0.777777777537723,0.3383838382741582,,,,,0.833333332062097,,0.7222222214537934,,0.9444444443995668,0.38888888870110017,0.5777777772684871,,,0.7777777775021713,,,,,0.7777777775547993,,0.7013888888526039,,,,,,,,,,,,0.5555555555148528,,,,0.8888888888497214,,,,0.8888888887675928,,,,,,,,,,,,,,,0.8333333319952254,,,,,0.8333333318988103,,0.8333333314095948,0.5555555555039535,
6257,,,0.4999999995794806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4999999995794804,,,,,,,,,,,,,,,,,,,,
6373,,0.4999999995794806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4999999995794805,,,,,,,,,,,,,,,,,,,,
6061,,,,,,,,,,,0.7999999997525988,,,,0.7999999997525987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7999999997525988,,,,,,,,,,,0.7999999997525986,,,,,,,,0.48571428511499126,,,
6215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0555555560078298,,,0.4999999996279286,0.12499999997488553,,,,,,,,,,,,,,
6223,0.6111111110248897,,,,,,,,,,,0.5333333332358832,0.33333333308354285,,,,,0.6249999998500854,,,,0.6111111110200378,,0.4666666665662541,,,0.47058823527677707,,,,,0.611111110970789,,0.6249999999421358,,,,,,,,,,,,,,,,0.5882352939417799,,,,0.5882352939787314,,,,,,,,,,,,,,,0.6249999998855046,,,,,,,,,
6280,,,,,,,,,,0.6666666666443888,,,,,,,,,,,,,,,,,,0.29999999993773596,,,,,,,,,0.7999999996972702,,,,0.39999999911209205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39999999911209205,,,,,,,
6097,,,,,,,,,,3.3029134982598407e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6266,,,,,,,,,,,,,,0.39999999997580993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3999999999758098,,,,,0.39999999997580993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
