,FROM_CITY,FROM_LATITUDE,FROM_LONGITUDE,TO_CITY,TO_LATITUDE,TO_LONGITUDE,GREAT CIRCLE DISTANCE (in KM),RICCI
734,Georgia,33.7795,-84.4205,California,37.7195,-122.3985,3431.596265311825,0.03376623375253174
756,Minnesota,48.5805,-96.5185,Washington,47.6205,-122.3625,1912.9380575228174,0.12853773577772454
758,Minnesota,48.5805,-96.5185,Washington,47.6205,-122.3625,1912.9380575228174,0.15978773576497618
759,Minnesota,48.5805,-96.5185,Washington,47.6205,-122.3625,1912.9380575228174,0.11149228124495625
848,California,37.7195,-122.3985,Texas,32.7975,-96.8195,2378.027870957815,0.23885918001886108
854,California,37.7195,-122.3985,Texas,32.7975,-96.8195,2378.027870957815,0.24495171180506892
896,Virginia,38.9475,-77.3715,Arizona,33.4215,-112.0125,3149.425312038947,0.22302737455036425
929,Illinois,40.4595,-87.6595,Washington,47.6205,-122.3625,2859.2708257912027,0.12182203356609089
930,Illinois,40.4595,-87.6595,Washington,47.6205,-122.3625,2859.2708257912027,0.02179176719186704
931,Illinois,40.4595,-87.6595,Washington,47.6205,-122.3625,2859.2708257912027,0.15307203299611338
932,Illinois,40.4595,-87.6595,California,37.7195,-122.3985,2994.2083777273633,0.22179176752408347
933,Illinois,40.4595,-87.6595,Washington,47.6205,-122.3625,2859.2708257912027,0.1047765790910854
962,California,37.7195,-122.3985,Georgia,33.7795,-84.4205,3431.596265311825,0.0053908346982229904
988,Utah,37.0815,-113.6225,Pennsylvania,39.9585,-75.6095,3297.469411891069,0.01729559724468488
1136,Virginia,38.9475,-77.3715,Arizona,33.4215,-112.0125,3149.425312038947,0.19906223267066736
1159,Texas,32.7975,-96.8195,California,37.7195,-122.3985,2378.027870957815,0.24444444392436726
1198,Georgia,33.7795,-84.4205,California,37.7195,-122.3985,3431.596265311825,0.06747720360191267
1256,Washington,47.6205,-122.3625,Michigan,42.7105,-84.6685,2974.732813581201,0.2343749981935681
1267,California,37.7195,-122.3985,Texas,32.7975,-96.8195,2378.027870957815,0.2473993667534854
1314,Texas,32.7975,-96.8195,California,37.7195,-122.3985,2378.027870957815,0.17686567155055233
1328,Texas,32.7975,-96.8195,California,37.7195,-122.3985,2378.027870957815,0.23202170954620072
1341,Washington,47.6205,-122.3625,Illinois,40.4595,-87.6595,2859.2708257912027,0.2389336005060675
1342,Washington,47.6205,-122.3625,Illinois,40.4595,-87.6595,2859.2708257912027,0.21428571398040286
1343,Washington,47.6205,-122.3625,Indiana,39.9615,-86.1525,2998.216955387207,-0.06401617253415948
1345,Washington,47.6205,-122.3625,Michigan,42.7105,-84.6685,2974.732813581201,0.12723214229935398
1395,California,37.7195,-122.3985,Georgia,33.7795,-84.4205,3431.596265311825,0.12830188675656662
1399,California,37.7195,-122.3985,Virginia,38.9475,-77.3715,3889.2871200723193,0.10943396223824498
1477,Pennsylvania,39.9585,-75.6095,California,37.7195,-122.3985,4013.425386947584,0.11369509036501158
1507,Iowa,41.2585,-95.8625,California,37.7195,-122.3985,2301.6269600960213,0.24193548380289676
1564,Virginia,38.9475,-77.3715,Arizona,33.4215,-112.0125,3149.425312038947,0.23913043451202365
1632,Illinois,40.4595,-87.6595,California,37.7195,-122.3985,2994.2083777273633,0.23943661967250585
1639,California,37.7195,-122.3985,Michigan,42.7105,-84.6685,3223.9265329572963,0.23588709635799687
1647,California,37.7195,-122.3985,Texas,32.7975,-96.8195,2378.027870957815,0.22727272714845026
1671,Washington,47.6205,-122.3625,Michigan,42.7105,-84.6685,2974.732813581201,0.2499999998164436
1672,Washington,47.6205,-122.3625,Indiana,39.9615,-86.1525,2998.216955387207,0.0654481130972353
1689,"Washington, D.C.",38.8995,-77.0205,Arizona,33.4215,-112.0125,3179.7668367270962,0.1845410619699427
1698,Washington,47.6205,-122.3625,Michigan,42.7105,-84.6685,2974.732813581201,0.21638257531381788
1708,Georgia,33.7795,-84.4205,Arizona,33.4215,-112.0125,2548.0853918677913,0.23420836661441435
1710,Arizona,33.4215,-112.0125,Florida,25.7885,-80.2295,3173.9720092296056,0.22750252642010482
