,FROM_CITY,FROM_LATITUDE,FROM_LONGITUDE,TO_CITY,TO_LATITUDE,TO_LONGITUDE,GREAT CIRCLE DISTANCE (in KM),RICCI
0,Florida,25.7885,-80.2295,Florida,25.7885,-80.2295,0.0,0.7407407405385008
1,Florida,25.7885,-80.2295,Florida,25.7885,-80.2295,0.0,0.8688524587954001
2,Florida,25.7885,-80.2295,Florida,25.7885,-80.2295,0.0,0.8644067794660136
3,Florida,25.7885,-80.2295,Florida,25.7885,-80.2295,0.0,0.8148148147611742
4,Florida,25.7885,-80.2295,Georgia,33.7795,-84.4205,976.0016391495011,0.8030303021193945
5,Florida,25.7885,-80.2295,Georgia,33.7795,-84.4205,976.0016391495011,0.7571428561433243
6,Florida,25.7885,-80.2295,Georgia,33.7795,-84.4205,976.0016391495011,0.771929823733736
7,Florida,25.7885,-80.2295,North Carolina,35.3305,-81.8715,1072.5524900048451,0.8545454537724219
8,Florida,25.7885,-80.2295,Virginia,38.9475,-77.3715,1487.3933795860755,0.8548387094044134
9,Florida,25.7885,-80.2295,Virginia,38.9475,-77.3715,1487.3933795860755,0.9107142849437306
10,Florida,25.7885,-80.2295,Virginia,38.9475,-77.3715,1487.3933795860755,0.7681159412893123
11,Florida,25.7885,-80.2295,"Washington, D.C.",38.8995,-77.0205,1488.4225975871973,0.8333333332242664
12,Florida,25.7885,-80.2295,Virginia,38.9475,-77.3715,1487.3933795860755,0.8548387091953896
13,Florida,25.7885,-80.2295,Virginia,38.9475,-77.3715,1487.3933795860755,0.9285714281589024
14,Florida,25.7885,-80.2295,Virginia,38.9475,-77.3715,1487.3933795860755,0.8281249992972899
15,Florida,25.7885,-80.2295,Pennsylvania,39.9585,-75.6095,1632.9723517549762,0.77777777754986
16,Florida,25.7885,-80.2295,Virginia,38.9475,-77.3715,1487.3933795860755,0.7846153840569416
17,Florida,25.7885,-80.2295,New York,40.7115,-74.0105,1755.9839984012556,0.799999999447822
18,Florida,25.7885,-80.2295,Pennsylvania,39.9585,-75.6095,1632.9723517549762,0.8983050845496564
19,Florida,25.7885,-80.2295,Virginia,38.9475,-77.3715,1487.3933795860755,0.8688524585192634
20,Florida,25.7885,-80.2295,Virginia,38.9475,-77.3715,1487.3933795860755,0.8148148147601288
21,Florida,25.7885,-80.2295,Texas,32.7975,-96.8195,1784.6916500544821,0.7361111105960239
22,Florida,25.7885,-80.2295,Texas,32.7975,-96.8195,1784.6916500544821,0.726027396295697
23,Florida,25.7885,-80.2295,New Jersey,40.3485,-74.6515,1699.395420609335,0.8166666660421722
24,Florida,25.7885,-80.2295,Texas,32.7975,-96.8195,1784.6916500544821,0.7260273962956965
25,Florida,25.7885,-80.2295,Texas,32.7975,-96.8195,1784.6916500544821,0.7361111105960237
26,Florida,25.7885,-80.2295,Texas,32.7975,-96.8195,1784.6916500544821,0.7333333318633695
27,Florida,25.7885,-80.2295,North Carolina,35.3305,-81.8715,1072.5524900048451,0.7407407398691216
28,Florida,25.7885,-80.2295,Massachusetts,42.3485,-71.0615,2022.7516455065243,0.8909090894088249
29,Florida,25.7885,-80.2295,Texas,32.7975,-96.8195,1784.6916500544821,0.7260273962956969
30,Florida,25.7885,-80.2295,Virginia,38.9475,-77.3715,1487.3933795860755,0.8333333332790165
31,Florida,25.7885,-80.2295,New Jersey,40.3485,-74.6515,1699.395420609335,0.8281249995572303
32,Florida,25.7885,-80.2295,New Jersey,40.3485,-74.6515,1699.395420609335,0.7222222221623255
33,Florida,25.7885,-80.2295,Virginia,38.9475,-77.3715,1487.3933795860755,0.7962962959167847
34,Florida,25.7885,-80.2295,North Carolina,35.3305,-81.8715,1072.5524900048451,0.9122807015514982
35,Florida,25.7885,-80.2295,Illinois,40.4595,-87.6595,1770.2657059830774,0.7260273962956967
36,Florida,25.7885,-80.2295,Michigan,42.7105,-84.6685,1924.6047755272223,0.8148148141590059
37,Florida,25.7885,-80.2295,Illinois,40.4595,-87.6595,1770.2657059830774,0.7611940280578463
38,Florida,25.7885,-80.2295,New York,40.7115,-74.0105,1755.9839984012556,0.8448275860732628
39,Florida,25.7885,-80.2295,Illinois,40.4595,-87.6595,1770.2657059830774,0.7260273962956969
40,Florida,25.7885,-80.2295,Iowa,41.2585,-95.8625,2241.7419299442977,0.734374998276476
41,Florida,25.7885,-80.2295,Michigan,42.7105,-84.6685,1924.6047755272223,0.7428571415240411
42,Florida,25.7885,-80.2295,Colorado,39.7385,-104.9885,2771.5276829878494,0.722222220871362
43,Florida,25.7885,-80.2295,Illinois,40.4595,-87.6595,1770.2657059830774,0.7361111105960239
44,Florida,25.7885,-80.2295,Missouri,39.0985,-94.5795,1995.7199666391377,0.7260273962956969
45,Florida,25.7885,-80.2295,Kansas,38.9505,-95.2625,2027.9532249397253,0.7260273962956971
46,Florida,25.7885,-80.2295,Kansas,38.9505,-95.2625,2027.9532249397253,0.7205882352531716
47,Florida,25.7885,-80.2295,Pennsylvania,39.9585,-75.6095,1632.9723517549762,0.8032786881615634
48,Florida,25.7885,-80.2295,Indiana,39.9615,-86.1525,1669.1374036550937,0.772727271248502
49,Florida,25.7885,-80.2295,California,37.7195,-122.3985,4162.534423687537,0.6666666655719359
50,Florida,25.7885,-80.2295,California,37.7195,-122.3985,4162.534423687537,0.6779661004301722
51,Florida,25.7885,-80.2295,Arizona,33.4215,-112.0125,3173.9720092296056,0.7076923076459025
52,Florida,25.7885,-80.2295,California,37.7195,-122.3985,4162.534423687537,0.6491228064291374
53,Illinois,40.4595,-87.6595,Illinois,40.4595,-87.6595,0.0,0.9166666652571396
54,Illinois,40.4595,-87.6595,Illinois,40.4595,-87.6595,0.0,0.9726027389367421
55,Illinois,40.4595,-87.6595,Illinois,40.4595,-87.6595,0.0,0.9726027389367417
56,Illinois,40.4595,-87.6595,Michigan,42.7105,-84.6685,352.84600188590116,0.6527777776505929
57,Illinois,40.4595,-87.6595,Michigan,42.7105,-84.6685,352.84600188590116,0.9583333315597674
58,Illinois,40.4595,-87.6595,Iowa,41.2585,-95.8625,695.2943853310016,0.8611111087284039
59,Illinois,40.4595,-87.6595,Missouri,39.0985,-94.5795,610.224237416251,0.972602738936742
60,Illinois,40.4595,-87.6595,New York,40.7115,-74.0105,1151.7766139244634,0.7916666657864727
61,Illinois,40.4595,-87.6595,Kansas,38.9505,-95.2625,671.4651077422488,0.972602738936742
62,Illinois,40.4595,-87.6595,Indiana,39.9615,-86.1525,139.4346285979559,0.9027777773024969
63,Illinois,40.4595,-87.6595,Pennsylvania,39.9585,-75.6095,1023.9919863876723,0.8194444435257372
64,Illinois,40.4595,-87.6595,Virginia,38.9475,-77.3715,895.4905615498627,0.930555554553086
65,Illinois,40.4595,-87.6595,Virginia,38.9475,-77.3715,895.4905615498627,0.8749999999013693
66,Illinois,40.4595,-87.6595,New York,40.7115,-74.0105,1151.7766139244634,0.888888888761541
67,Illinois,40.4595,-87.6595,Virginia,38.9475,-77.3715,895.4905615498627,0.8333333329878713
68,Illinois,40.4595,-87.6595,Georgia,33.7795,-84.4205,796.2021373592218,0.9583333332030083
69,Illinois,40.4595,-87.6595,Minnesota,48.5805,-96.5185,1142.3840666786562,0.9027777776550528
70,Illinois,40.4595,-87.6595,New Jersey,40.3485,-74.6515,1100.5136770290208,0.8194444444039513
71,Illinois,40.4595,-87.6595,New Jersey,40.3485,-74.6515,1100.5136770290208,0.8732638882888227
72,Illinois,40.4595,-87.6595,Georgia,33.7795,-84.4205,796.2021373592218,0.777777777657031
73,Illinois,40.4595,-87.6595,New Jersey,40.3485,-74.6515,1100.5136770290208,0.6666666666181786
74,Illinois,40.4595,-87.6595,Texas,32.7975,-96.8195,1179.3448761964703,0.972602738936742
75,Illinois,40.4595,-87.6595,Massachusetts,42.3485,-71.0615,1397.8654846200366,0.7499999998821449
76,Illinois,40.4595,-87.6595,Virginia,38.9475,-77.3715,895.4905615498627,0.8431899639634117
77,Illinois,40.4595,-87.6595,Virginia,38.9475,-77.3715,895.4905615498627,0.7638888885821669
78,Illinois,40.4595,-87.6595,Virginia,38.9475,-77.3715,895.4905615498627,0.7083333332322121
79,Illinois,40.4595,-87.6595,Pennsylvania,39.9585,-75.6095,1023.9919863876723,0.7083333330171598
80,Illinois,40.4595,-87.6595,Colorado,39.7385,-104.9885,1473.7559814585534,0.9722222193076474
81,Illinois,40.4595,-87.6595,Virginia,38.9475,-77.3715,895.4905615498627,0.7361111110114024
82,Illinois,40.4595,-87.6595,Colorado,39.7385,-104.9885,1473.7559814585534,0.8055555553905683
83,Illinois,40.4595,-87.6595,Texas,32.7975,-96.8195,1179.3448761964703,0.9726027389367423
84,Illinois,40.4595,-87.6595,Virginia,38.9475,-77.3715,895.4905615498627,0.7499999999441815
85,Illinois,40.4595,-87.6595,Texas,32.7975,-96.8195,1179.3448761964703,0.9726027389367421
86,Illinois,40.4595,-87.6595,Virginia,38.9475,-77.3715,895.4905615498627,0.8749999998680057
87,Illinois,40.4595,-87.6595,Kansas,38.9505,-95.2625,671.4651077422488,0.9166666665576788
88,Illinois,40.4595,-87.6595,Texas,32.7975,-96.8195,1179.3448761964703,0.9861111108456325
89,Illinois,40.4595,-87.6595,Texas,32.7975,-96.8195,1179.3448761964703,0.9861111108456327
90,Illinois,40.4595,-87.6595,Georgia,33.7795,-84.4205,796.2021373592218,0.8888888886211337
91,Illinois,40.4595,-87.6595,"Washington, D.C.",38.8995,-77.0205,926.2396253903389,0.6666666658419844
92,Illinois,40.4595,-87.6595,Texas,32.7975,-96.8195,1179.3448761964703,0.8194444442223958
93,Illinois,40.4595,-87.6595,Pennsylvania,39.9585,-75.6095,1023.9919863876723,0.7841337086945119
94,Illinois,40.4595,-87.6595,Virginia,38.9475,-77.3715,895.4905615498627,0.8293010741506597
95,Illinois,40.4595,-87.6595,North Carolina,35.3305,-81.8715,763.3107942427438,0.7777777763259376
96,Illinois,40.4595,-87.6595,Florida,25.7885,-80.2295,1770.2657059830774,0.5972222221823871
97,Illinois,40.4595,-87.6595,Virginia,38.9475,-77.3715,895.4905615498627,0.6666666663623957
98,Illinois,40.4595,-87.6595,North Carolina,35.3305,-81.8715,763.3107942427438,0.7499999998834157
99,Illinois,40.4595,-87.6595,North Carolina,35.3305,-81.8715,763.3107942427438,0.6111111110786087
100,Illinois,40.4595,-87.6595,Florida,25.7885,-80.2295,1770.2657059830774,0.7916666665332678
101,Illinois,40.4595,-87.6595,Florida,25.7885,-80.2295,1770.2657059830774,0.6666666664403762
102,Illinois,40.4595,-87.6595,Florida,25.7885,-80.2295,1770.2657059830774,0.8246812385762462
103,Illinois,40.4595,-87.6595,Utah,37.0815,-113.6225,2273.487414789377,0.7499999999621846
104,Illinois,40.4595,-87.6595,Washington,47.6205,-122.3625,2859.2708257912027,0.5833333317578671
105,Illinois,40.4595,-87.6595,Washington,47.6205,-122.3625,2859.2708257912027,0.6388888871925349
106,Illinois,40.4595,-87.6595,California,37.7195,-122.3985,2994.2083777273633,0.6805555536497476
107,Illinois,40.4595,-87.6595,Washington,47.6205,-122.3625,2859.2708257912027,0.5555555555176155
108,Illinois,40.4595,-87.6595,California,37.7195,-122.3985,2994.2083777273633,0.6805555554584286
109,Illinois,40.4595,-87.6595,Arizona,33.4215,-112.0125,2292.4199766410115,0.9166666643898248
110,Illinois,40.4595,-87.6595,Arizona,33.4215,-112.0125,2292.4199766410115,0.8888888887493288
111,Illinois,40.4595,-87.6595,Washington,47.6205,-122.3625,2859.2708257912027,0.6388888888367188
112,Illinois,40.4595,-87.6595,California,37.7195,-122.3985,2994.2083777273633,0.569444444387026
113,Illinois,40.4595,-87.6595,California,37.7195,-122.3985,2994.2083777273633,0.6527777775962651
114,Illinois,40.4595,-87.6595,Washington,47.6205,-122.3625,2859.2708257912027,0.6249999997542979
115,Illinois,40.4595,-87.6595,California,37.7195,-122.3985,2994.2083777273633,0.7499999968636912
116,Illinois,40.4595,-87.6595,California,37.7195,-122.3985,2994.2083777273633,0.6805555554549785
117,Illinois,40.4595,-87.6595,California,37.7195,-122.3985,2994.2083777273633,0.6944444442854345
118,Illinois,40.4595,-87.6595,California,37.7195,-122.3985,2994.2083777273633,0.597222222181623
119,Illinois,40.4595,-87.6595,California,37.7195,-122.3985,2994.2083777273633,0.763888888824707
120,Illinois,40.4595,-87.6595,California,37.7195,-122.3985,2994.2083777273633,0.5972222220678323
121,Illinois,40.4595,-87.6595,California,37.7195,-122.3985,2994.2083777273633,0.791666665913804
122,Virginia,38.9475,-77.3715,Virginia,38.9475,-77.3715,0.0,0.8615384612839562
123,Virginia,38.9475,-77.3715,Virginia,38.9475,-77.3715,0.0,0.8923076901919035
124,Virginia,38.9475,-77.3715,Virginia,38.9475,-77.3715,0.0,0.8153846153196117
125,Virginia,38.9475,-77.3715,Virginia,38.9475,-77.3715,0.0,0.8153846153289608
126,Virginia,38.9475,-77.3715,Virginia,38.9475,-77.3715,0.0,0.7538461537816041
127,Virginia,38.9475,-77.3715,Virginia,38.9475,-77.3715,0.0,0.9076923075401742
128,Virginia,38.9475,-77.3715,Virginia,38.9475,-77.3715,0.0,0.7692307690616884
129,Virginia,38.9475,-77.3715,"Washington, D.C.",38.8995,-77.0205,30.82982639832564,0.7076923074443104
130,Virginia,38.9475,-77.3715,Virginia,38.9475,-77.3715,0.0,0.8923076915987159
131,Virginia,38.9475,-77.3715,Virginia,38.9475,-77.3715,0.0,0.8985507241373233
132,Virginia,38.9475,-77.3715,New York,40.7115,-74.0105,347.5855956710782,0.8923076908419044
133,Virginia,38.9475,-77.3715,Pennsylvania,39.9585,-75.6095,188.47245006970448,0.8615384612597666
134,Virginia,38.9475,-77.3715,New Jersey,40.3485,-74.6515,280.15977107027135,0.8769230732629837
135,Virginia,38.9475,-77.3715,New Jersey,40.3485,-74.6515,280.15977107027135,0.6615384614791995
136,Virginia,38.9475,-77.3715,North Carolina,35.3305,-81.8715,566.3001389162564,0.8461538452026054
137,Virginia,38.9475,-77.3715,Pennsylvania,39.9585,-75.6095,188.47245006970448,0.753846153760648
138,Virginia,38.9475,-77.3715,New Jersey,40.3485,-74.6515,280.15977107027135,0.8307692307226677
