,FROM_CITY,FROM_LATITUDE,FROM_LONGITUDE,TO_CITY,TO_LATITUDE,TO_LONGITUDE,GREAT CIRCLE DISTANCE (in KM),RICCI
0,Florida,25.7885,-80.2295,Florida,25.7885,-80.2295,0.0,0.7454545452913851
1,Florida,25.7885,-80.2295,Florida,25.7885,-80.2295,0.0,0.8852459015139866
2,Florida,25.7885,-80.2295,Florida,25.7885,-80.2295,0.0,0.8412698409884626
3,Florida,25.7885,-80.2295,Florida,25.7885,-80.2295,0.0,0.818181818141029
4,Florida,25.7885,-80.2295,Georgia,33.7795,-84.4205,976.0016391495011,0.794117646635787
5,Florida,25.7885,-80.2295,Georgia,33.7795,-84.4205,976.0016391495011,0.771428570939255
6,Florida,25.7885,-80.2295,Georgia,33.7795,-84.4205,976.0016391495011,0.7758620688377156
7,Florida,25.7885,-80.2295,North Carolina,35.3305,-81.8715,1072.5524900048451,0.8196721308791184
8,Florida,25.7885,-80.2295,Virginia,38.9475,-77.3715,1487.3933795860755,0.830769230463434
9,Florida,25.7885,-80.2295,Virginia,38.9475,-77.3715,1487.3933795860755,0.8281249996913357
10,Florida,25.7885,-80.2295,Virginia,38.9475,-77.3715,1487.3933795860755,0.7605633797299436
11,Florida,25.7885,-80.2295,"Washington, D.C.",38.8995,-77.0205,1488.4225975871973,0.8545454532520759
12,Florida,25.7885,-80.2295,Virginia,38.9475,-77.3715,1487.3933795860755,0.8153846152247001
13,Florida,25.7885,-80.2295,Virginia,38.9475,-77.3715,1487.3933795860755,0.8688524588308563
14,Florida,25.7885,-80.2295,Virginia,38.9475,-77.3715,1487.3933795860755,0.7941176467967048
15,Florida,25.7885,-80.2295,Pennsylvania,39.9585,-75.6095,1632.9723517549762,0.7627118642617786
16,Florida,25.7885,-80.2295,Virginia,38.9475,-77.3715,1487.3933795860755,0.7826086954452431
17,Florida,25.7885,-80.2295,New York,40.7115,-74.0105,1755.9839984012556,0.7714285711199027
18,Florida,25.7885,-80.2295,Pennsylvania,39.9585,-75.6095,1632.9723517549762,0.8181818173824249
19,Florida,25.7885,-80.2295,Virginia,38.9475,-77.3715,1487.3933795860755,0.8181818175264673
20,Florida,25.7885,-80.2295,Virginia,38.9475,-77.3715,1487.3933795860755,0.8181818180403155
21,Florida,25.7885,-80.2295,Texas,32.7975,-96.8195,1784.6916500544821,0.7499999997084175
22,Florida,25.7885,-80.2295,Texas,32.7975,-96.8195,1784.6916500544821,0.7397260270789635
23,Florida,25.7885,-80.2295,New Jersey,40.3485,-74.6515,1699.395420609335,0.7846153843493279
24,Florida,25.7885,-80.2295,Texas,32.7975,-96.8195,1784.6916500544821,0.7397260270789638
25,Florida,25.7885,-80.2295,Texas,32.7975,-96.8195,1784.6916500544821,0.7499999997084184
26,Florida,25.7885,-80.2295,Texas,32.7975,-96.8195,1784.6916500544821,0.7499999998158173
27,Florida,25.7885,-80.2295,North Carolina,35.3305,-81.8715,1072.5524900048451,0.7454545450089265
28,Florida,25.7885,-80.2295,Massachusetts,42.3485,-71.0615,2022.7516455065243,0.8333333331422519
29,Florida,25.7885,-80.2295,Texas,32.7975,-96.8195,1784.6916500544821,0.7397260270789634
30,Florida,25.7885,-80.2295,Virginia,38.9475,-77.3715,1487.3933795860755,0.8909090902396061
31,Florida,25.7885,-80.2295,New Jersey,40.3485,-74.6515,1699.395420609335,0.7714285709388384
32,Florida,25.7885,-80.2295,New Jersey,40.3485,-74.6515,1699.395420609335,0.7272727272082904
33,Florida,25.7885,-80.2295,Virginia,38.9475,-77.3715,1487.3933795860755,0.785714285263905
34,Florida,25.7885,-80.2295,North Carolina,35.3305,-81.8715,1072.5524900048451,0.8059701488724544
35,Florida,25.7885,-80.2295,Illinois,40.4595,-87.6595,1770.2657059830774,0.7397260270789634
36,Florida,25.7885,-80.2295,Michigan,42.7105,-84.6685,1924.6047755272223,0.8181818181170118
37,Florida,25.7885,-80.2295,Illinois,40.4595,-87.6595,1770.2657059830774,0.7464788729259157
38,Florida,25.7885,-80.2295,New York,40.7115,-74.0105,1755.9839984012556,0.8196721308792401
39,Florida,25.7885,-80.2295,Illinois,40.4595,-87.6595,1770.2657059830774,0.7397260270789632
40,Florida,25.7885,-80.2295,Iowa,41.2585,-95.8625,2241.7419299442977,0.7499999981230252
