,FROM_PROBE,FROM_CITY,FROM_STATE,FROM_LATITUDE,FROM_LONGITUDE,TO_PROBE,TO_CITY,TO_STATE,TO_LATITUDE,TO_LONGITUDE,GREAT CIRCLE DISTANCE (in KM),RICCI
188,6061,Dallas,Texas,32.7975,-96.8195,6572,Atlanta,Georgia,33.7485,-84.3895,1159.6877274783126,-0.7217391305225516
191,6061,Dallas,Texas,32.7975,-96.8195,6454,Atlanta,Georgia,33.7795,-84.4205,1156.9369599878833,-0.8407407411915417
200,6408,Phoenix,Arizona,33.4215,-112.0125,6437,Dallas,Texas,32.7905,-96.7915,1418.2112516762556,-1.4015151518011888
217,6454,Atlanta,Georgia,33.7795,-84.4205,6067,Dallas,Texas,32.8105,-96.8595,1160.4115176781345,-0.9562289568481512
289,6208,St. George,Utah,37.0815,-113.6225,6292,Denver,Colorado,39.7385,-104.9885,807.7844865432512,-0.933333333342016
362,6572,Atlanta,Georgia,33.7485,-84.3895,6437,Dallas,Texas,32.7905,-96.7915,1157.2172794126823,-0.7753623193192778
502,6437,Dallas,Texas,32.7905,-96.7915,6066,Atlanta,Georgia,33.7705,-84.4195,1154.5273257947713,-0.9166666667217422
508,6265,Dallas,Texas,32.7795,-96.7995,6066,Atlanta,Georgia,33.7705,-84.4195,1155.4539747275705,-0.7500000001264959
