,CITY A,LATITUDE A,LONGITUDE A,CITY B,LATITUDE B,LONGITUDE B,GREAT CIRCLE DISTANCE (IN KM)
1003,Virginia,38.9475,-77.3715,Illinois,40.4595,-87.6595,895.4905615498627
1004,Virginia,38.9475,-77.3715,Virginia,38.9475,-77.3715,0.0
1005,Virginia,38.9475,-77.3715,New York,40.7115,-74.0105,347.5855956710782
1006,Virginia,38.9475,-77.3715,Washington,47.6205,-122.3625,3711.1719318519536
1007,Virginia,38.9475,-77.3715,California,37.7195,-122.3985,3889.2871200723193
1008,Virginia,38.9475,-77.3715,Michigan,42.7105,-84.6685,742.5345103349347
1009,Virginia,38.9475,-77.3715,Pennsylvania,39.9585,-75.6095,188.47245006970448
1010,Virginia,38.9475,-77.3715,North Carolina,35.3305,-81.8715,566.3001389162564
1011,Virginia,38.9475,-77.3715,Missouri,39.0985,-94.5795,1484.4081214869427
1012,Virginia,38.9475,-77.3715,Florida,25.7885,-80.2295,1487.3933795860755
1013,Virginia,38.9475,-77.3715,North Carolina,35.3305,-81.8715,566.3001389162564
1014,Virginia,38.9475,-77.3715,California,37.7195,-122.3985,3889.2871200723193
1015,Virginia,38.9475,-77.3715,Texas,32.7975,-96.8195,1876.3174695087002
1016,Virginia,38.9475,-77.3715,Arizona,33.4215,-112.0125,3149.425312038947
1017,Virginia,38.9475,-77.3715,Georgia,33.7795,-84.4205,853.0729626367884
1018,Virginia,38.9475,-77.3715,Minnesota,48.5805,-96.5185,1865.484836058886
1019,Virginia,38.9475,-77.3715,Massachusetts,42.3485,-71.0615,652.7064513683631
1020,Virginia,38.9475,-77.3715,Florida,25.7885,-80.2295,1487.3933795860755
1021,Virginia,38.9475,-77.3715,California,37.7195,-122.3985,3889.2871200723193
1022,Virginia,38.9475,-77.3715,Virginia,38.9475,-77.3715,0.0
1023,Virginia,38.9475,-77.3715,Illinois,40.4595,-87.6595,895.4905615498627
1024,Virginia,38.9475,-77.3715,California,37.7195,-122.3985,3889.2871200723193
1025,Virginia,38.9475,-77.3715,Utah,37.0815,-113.6225,3161.6410273771844
1026,Virginia,38.9475,-77.3715,Virginia,38.9475,-77.3715,0.0
1027,Virginia,38.9475,-77.3715,Florida,25.7885,-80.2295,1487.3933795860755
1028,Virginia,38.9475,-77.3715,New Jersey,40.3485,-74.6515,280.15977107027135
1029,Virginia,38.9475,-77.3715,New Jersey,40.3485,-74.6515,280.15977107027135
1030,Virginia,38.9475,-77.3715,Virginia,38.9475,-77.3715,0.0
1031,Virginia,38.9475,-77.3715,Texas,32.7975,-96.8195,1876.3174695087002
1032,Virginia,38.9475,-77.3715,Georgia,33.7795,-84.4205,853.0729626367884
1033,Virginia,38.9475,-77.3715,California,37.7195,-122.3985,3889.2871200723193
1034,Virginia,38.9475,-77.3715,California,37.7195,-122.3985,3889.2871200723193
1035,Virginia,38.9475,-77.3715,New Jersey,40.3485,-74.6515,280.15977107027135
1036,Virginia,38.9475,-77.3715,Washington,47.6205,-122.3625,3711.1719318519536
1037,Virginia,38.9475,-77.3715,California,37.7195,-122.3985,3889.2871200723193
1038,Virginia,38.9475,-77.3715,New York,40.7115,-74.0105,347.5855956710782
1039,Virginia,38.9475,-77.3715,Virginia,38.9475,-77.3715,0.0
1040,Virginia,38.9475,-77.3715,Texas,32.7975,-96.8195,1876.3174695087002
1041,Virginia,38.9475,-77.3715,Washington,47.6205,-122.3625,3711.1719318519536
1042,Virginia,38.9475,-77.3715,Virginia,38.9475,-77.3715,0.0
1043,Virginia,38.9475,-77.3715,Virginia,38.9475,-77.3715,0.0
1044,Virginia,38.9475,-77.3715,California,37.7195,-122.3985,3889.2871200723193
1045,Virginia,38.9475,-77.3715,New York,40.7115,-74.0105,347.5855956710782
1046,Virginia,38.9475,-77.3715,North Carolina,35.3305,-81.8715,566.3001389162564
1047,Virginia,38.9475,-77.3715,Illinois,40.4595,-87.6595,895.4905615498627
1048,Virginia,38.9475,-77.3715,Pennsylvania,39.9585,-75.6095,188.47245006970448
1049,Virginia,38.9475,-77.3715,Pennsylvania,39.9585,-75.6095,188.47245006970448
1050,Virginia,38.9475,-77.3715,Iowa,41.2585,-95.8625,1590.4051935581103
1051,Virginia,38.9475,-77.3715,California,37.7195,-122.3985,3889.2871200723193
1052,Virginia,38.9475,-77.3715,Virginia,38.9475,-77.3715,0.0
1053,Virginia,38.9475,-77.3715,Kansas,38.9505,-95.2625,1544.6615918602283
1054,Virginia,38.9475,-77.3715,Virginia,38.9475,-77.3715,0.0
1055,Virginia,38.9475,-77.3715,Colorado,39.7385,-104.9885,2367.1214574990627
1056,Virginia,38.9475,-77.3715,California,37.7195,-122.3985,3889.2871200723193
1057,Virginia,38.9475,-77.3715,Kansas,38.9505,-95.2625,1544.6615918602283
1058,Virginia,38.9475,-77.3715,California,37.7195,-122.3985,3889.2871200723193
1059,Virginia,38.9475,-77.3715,Virginia,38.9475,-77.3715,0.0
1060,Virginia,38.9475,-77.3715,Illinois,40.4595,-87.6595,895.4905615498627
1061,Virginia,38.9475,-77.3715,California,37.7195,-122.3985,3889.2871200723193
1062,Virginia,38.9475,-77.3715,California,37.7195,-122.3985,3889.2871200723193
1063,Virginia,38.9475,-77.3715,Texas,32.7975,-96.8195,1876.3174695087002
1064,Virginia,38.9475,-77.3715,Texas,32.7975,-96.8195,1876.3174695087002
1065,Virginia,38.9475,-77.3715,Washington,47.6205,-122.3625,3711.1719318519536
1066,Virginia,38.9475,-77.3715,Virginia,38.9475,-77.3715,0.0
1067,Virginia,38.9475,-77.3715,Indiana,39.9615,-86.1525,761.9694138163331
1068,Virginia,38.9475,-77.3715,"Washington, D.C.",38.8995,-77.0205,30.82982639832564
1069,Virginia,38.9475,-77.3715,Texas,32.7975,-96.8195,1876.3174695087002
1070,Virginia,38.9475,-77.3715,Washington,47.6205,-122.3625,3711.1719318519536
1071,Virginia,38.9475,-77.3715,Michigan,42.7105,-84.6685,742.5345103349347
1072,Virginia,38.9475,-77.3715,Colorado,39.7385,-104.9885,2367.1214574990627
1073,Virginia,38.9475,-77.3715,Georgia,33.7795,-84.4205,853.0729626367884
1074,Virginia,38.9475,-77.3715,Arizona,33.4215,-112.0125,3149.425312038947
1075,Virginia,38.9475,-77.3715,Florida,25.7885,-80.2295,1487.3933795860755
1076,Virginia,38.9475,-77.3715,California,37.7195,-122.3985,3889.2871200723193
1077,Virginia,38.9475,-77.3715,Virginia,38.9475,-77.3715,0.0
1078,Virginia,38.9475,-77.3715,California,37.7195,-122.3985,3889.2871200723193
1079,Texas,32.7975,-96.8195,Florida,25.7885,-80.2295,1784.6916500544821
1080,Texas,32.7975,-96.8195,Illinois,40.4595,-87.6595,1179.3448761964703
1081,Texas,32.7975,-96.8195,Virginia,38.9475,-77.3715,1876.3174695087002
1082,Texas,32.7975,-96.8195,New York,40.7115,-74.0105,2205.9848946852685
1083,Texas,32.7975,-96.8195,Washington,47.6205,-122.3625,2702.96402579537
1084,Texas,32.7975,-96.8195,California,37.7195,-122.3985,2378.027870957815
1085,Texas,32.7975,-96.8195,Michigan,42.7105,-84.6685,1531.865635308519
1086,Texas,32.7975,-96.8195,Pennsylvania,39.9585,-75.6095,2052.477477392075
1087,Texas,32.7975,-96.8195,North Carolina,35.3305,-81.8715,1403.983980770621
1088,Texas,32.7975,-96.8195,Missouri,39.0985,-94.5795,729.0038068136016
1089,Texas,32.7975,-96.8195,Florida,25.7885,-80.2295,1784.6916500544821
1090,Texas,32.7975,-96.8195,North Carolina,35.3305,-81.8715,1403.983980770621
1091,Texas,32.7975,-96.8195,California,37.7195,-122.3985,2378.027870957815
1092,Texas,32.7975,-96.8195,Virginia,38.9475,-77.3715,1876.3174695087002
1093,Texas,32.7975,-96.8195,Arizona,33.4215,-112.0125,1415.5188620004064
1094,Texas,32.7975,-96.8195,Georgia,33.7795,-84.4205,1156.9369599878833
1095,Texas,32.7975,-96.8195,Minnesota,48.5805,-96.5185,1755.1692654418825
1096,Texas,32.7975,-96.8195,Massachusetts,42.3485,-71.0615,2493.04584957727
1097,Texas,32.7975,-96.8195,Florida,25.7885,-80.2295,1784.6916500544821
1098,Texas,32.7975,-96.8195,California,37.7195,-122.3985,2378.027870957815
1099,Texas,32.7975,-96.8195,Virginia,38.9475,-77.3715,1876.3174695087002
1100,Texas,32.7975,-96.8195,Illinois,40.4595,-87.6595,1179.3448761964703
1101,Texas,32.7975,-96.8195,California,37.7195,-122.3985,2378.027870957815
1102,Texas,32.7975,-96.8195,Utah,37.0815,-113.6225,1601.438370160383
1103,Texas,32.7975,-96.8195,Virginia,38.9475,-77.3715,1876.3174695087002
1104,Texas,32.7975,-96.8195,Florida,25.7885,-80.2295,1784.6916500544821
1105,Texas,32.7975,-96.8195,New Jersey,40.3485,-74.6515,2142.72827984508
1106,Texas,32.7975,-96.8195,New Jersey,40.3485,-74.6515,2142.72827984508
1107,Texas,32.7975,-96.8195,Virginia,38.9475,-77.3715,1876.3174695087002
1108,Texas,32.7975,-96.8195,Texas,32.7975,-96.8195,0.0
1109,Texas,32.7975,-96.8195,Georgia,33.7795,-84.4205,1156.9369599878833
1110,Texas,32.7975,-96.8195,California,37.7195,-122.3985,2378.027870957815
1111,Texas,32.7975,-96.8195,California,37.7195,-122.3985,2378.027870957815
1112,Texas,32.7975,-96.8195,New Jersey,40.3485,-74.6515,2142.72827984508
1113,Texas,32.7975,-96.8195,Washington,47.6205,-122.3625,2702.96402579537
1114,Texas,32.7975,-96.8195,California,37.7195,-122.3985,2378.027870957815
1115,Texas,32.7975,-96.8195,New York,40.7115,-74.0105,2205.9848946852685
1116,Texas,32.7975,-96.8195,Virginia,38.9475,-77.3715,1876.3174695087002
1117,Texas,32.7975,-96.8195,Texas,32.7975,-96.8195,0.0
1118,Texas,32.7975,-96.8195,Washington,47.6205,-122.3625,2702.96402579537
1119,Texas,32.7975,-96.8195,Virginia,38.9475,-77.3715,1876.3174695087002
1120,Texas,32.7975,-96.8195,Virginia,38.9475,-77.3715,1876.3174695087002
1121,Texas,32.7975,-96.8195,California,37.7195,-122.3985,2378.027870957815
1122,Texas,32.7975,-96.8195,New York,40.7115,-74.0105,2205.9848946852685
1123,Texas,32.7975,-96.8195,North Carolina,35.3305,-81.8715,1403.983980770621
1124,Texas,32.7975,-96.8195,Illinois,40.4595,-87.6595,1179.3448761964703
1125,Texas,32.7975,-96.8195,Pennsylvania,39.9585,-75.6095,2052.477477392075
1126,Texas,32.7975,-96.8195,Pennsylvania,39.9585,-75.6095,2052.477477392075
1127,Texas,32.7975,-96.8195,Iowa,41.2585,-95.8625,944.6292480518965
1128,Texas,32.7975,-96.8195,California,37.7195,-122.3985,2378.027870957815
1129,Texas,32.7975,-96.8195,Virginia,38.9475,-77.3715,1876.3174695087002
1130,Texas,32.7975,-96.8195,Kansas,38.9505,-95.2625,698.3820508320449
1131,Texas,32.7975,-96.8195,Virginia,38.9475,-77.3715,1876.3174695087002
1132,Texas,32.7975,-96.8195,Colorado,39.7385,-104.9885,1063.0175781773369
1133,Texas,32.7975,-96.8195,California,37.7195,-122.3985,2378.027870957815
1134,Texas,32.7975,-96.8195,Kansas,38.9505,-95.2625,698.3820508320449
1135,Texas,32.7975,-96.8195,California,37.7195,-122.3985,2378.027870957815
1136,Texas,32.7975,-96.8195,Virginia,38.9475,-77.3715,1876.3174695087002
1137,Texas,32.7975,-96.8195,Illinois,40.4595,-87.6595,1179.3448761964703
1138,Texas,32.7975,-96.8195,California,37.7195,-122.3985,2378.027870957815
1139,Texas,32.7975,-96.8195,California,37.7195,-122.3985,2378.027870957815
1140,Texas,32.7975,-96.8195,Texas,32.7975,-96.8195,0.0
1141,Texas,32.7975,-96.8195,Texas,32.7975,-96.8195,0.0
1142,Texas,32.7975,-96.8195,Washington,47.6205,-122.3625,2702.96402579537
1143,Texas,32.7975,-96.8195,Virginia,38.9475,-77.3715,1876.3174695087002
1144,Texas,32.7975,-96.8195,Indiana,39.9615,-86.1525,1241.9525120472122
1145,Texas,32.7975,-96.8195,"Washington, D.C.",38.8995,-77.0205,1904.2483030158066
1146,Texas,32.7975,-96.8195,Texas,32.7975,-96.8195,0.0
1147,Texas,32.7975,-96.8195,Washington,47.6205,-122.3625,2702.96402579537
1148,Texas,32.7975,-96.8195,Michigan,42.7105,-84.6685,1531.865635308519
1149,Texas,32.7975,-96.8195,Colorado,39.7385,-104.9885,1063.0175781773369
1150,Texas,32.7975,-96.8195,Georgia,33.7795,-84.4205,1156.9369599878833
1151,Texas,32.7975,-96.8195,Arizona,33.4215,-112.0125,1415.5188620004064
1152,Texas,32.7975,-96.8195,Florida,25.7885,-80.2295,1784.6916500544821
1153,Texas,32.7975,-96.8195,California,37.7195,-122.3985,2378.027870957815
1154,Texas,32.7975,-96.8195,Virginia,38.9475,-77.3715,1876.3174695087002
1155,Texas,32.7975,-96.8195,California,37.7195,-122.3985,2378.027870957815
1156,Arizona,33.4215,-112.0125,Florida,25.7885,-80.2295,3173.9720092296056
1157,Arizona,33.4215,-112.0125,Illinois,40.4595,-87.6595,2292.4199766410115
1158,Arizona,33.4215,-112.0125,Virginia,38.9475,-77.3715,3149.425312038947
1159,Arizona,33.4215,-112.0125,New York,40.7115,-74.0105,3439.3855579196006
1160,Arizona,33.4215,-112.0125,Washington,47.6205,-122.3625,1801.312202537613
1161,Arizona,33.4215,-112.0125,California,37.7195,-122.3985,1053.0693297993437
1162,Arizona,33.4215,-112.0125,Michigan,42.7105,-84.6685,2592.216206263857
1163,Arizona,33.4215,-112.0125,Pennsylvania,39.9585,-75.6095,3302.156653306407
1164,Arizona,33.4215,-112.0125,North Carolina,35.3305,-81.8715,2763.6853187054103
1165,Arizona,33.4215,-112.0125,Missouri,39.0985,-94.5795,1682.1962802372993
1166,Arizona,33.4215,-112.0125,Florida,25.7885,-80.2295,3173.9720092296056
1167,Arizona,33.4215,-112.0125,North Carolina,35.3305,-81.8715,2763.6853187054103
1168,Arizona,33.4215,-112.0125,California,37.7195,-122.3985,1053.0693297993437
1169,Arizona,33.4215,-112.0125,Virginia,38.9475,-77.3715,3149.425312038947
1170,Arizona,33.4215,-112.0125,Texas,32.7975,-96.8195,1415.5188620004064
1171,Arizona,33.4215,-112.0125,Georgia,33.7795,-84.4205,2548.0853918677913
1172,Arizona,33.4215,-112.0125,Minnesota,48.5805,-96.5185,2120.1560065857425
1173,Arizona,33.4215,-112.0125,Massachusetts,42.3485,-71.0615,3689.799669099748
1174,Arizona,33.4215,-112.0125,Florida,25.7885,-80.2295,3173.9720092296056
1175,Arizona,33.4215,-112.0125,California,37.7195,-122.3985,1053.0693297993437
1176,Arizona,33.4215,-112.0125,Virginia,38.9475,-77.3715,3149.425312038947
1177,Arizona,33.4215,-112.0125,Illinois,40.4595,-87.6595,2292.4199766410115
1178,Arizona,33.4215,-112.0125,California,37.7195,-122.3985,1053.0693297993437
1179,Arizona,33.4215,-112.0125,Utah,37.0815,-113.6225,432.4140308698486
1180,Arizona,33.4215,-112.0125,Virginia,38.9475,-77.3715,3149.425312038947
1181,Arizona,33.4215,-112.0125,Florida,25.7885,-80.2295,3173.9720092296056
1182,Arizona,33.4215,-112.0125,New Jersey,40.3485,-74.6515,3384.3836327846416
1183,Arizona,33.4215,-112.0125,New Jersey,40.3485,-74.6515,3384.3836327846416
1184,Arizona,33.4215,-112.0125,Virginia,38.9475,-77.3715,3149.425312038947
1185,Arizona,33.4215,-112.0125,Texas,32.7975,-96.8195,1415.5188620004064
1186,Arizona,33.4215,-112.0125,Georgia,33.7795,-84.4205,2548.0853918677913
1187,Arizona,33.4215,-112.0125,California,37.7195,-122.3985,1053.0693297993437
1188,Arizona,33.4215,-112.0125,California,37.7195,-122.3985,1053.0693297993437
1189,Arizona,33.4215,-112.0125,New Jersey,40.3485,-74.6515,3384.3836327846416
1190,Arizona,33.4215,-112.0125,Washington,47.6205,-122.3625,1801.312202537613
1191,Arizona,33.4215,-112.0125,California,37.7195,-122.3985,1053.0693297993437
1192,Arizona,33.4215,-112.0125,New York,40.7115,-74.0105,3439.3855579196006
1193,Arizona,33.4215,-112.0125,Virginia,38.9475,-77.3715,3149.425312038947
1194,Arizona,33.4215,-112.0125,Texas,32.7975,-96.8195,1415.5188620004064
1195,Arizona,33.4215,-112.0125,Washington,47.6205,-122.3625,1801.312202537613
1196,Arizona,33.4215,-112.0125,Virginia,38.9475,-77.3715,3149.425312038947
1197,Arizona,33.4215,-112.0125,Virginia,38.9475,-77.3715,3149.425312038947
1198,Arizona,33.4215,-112.0125,California,37.7195,-122.3985,1053.0693297993437
1199,Arizona,33.4215,-112.0125,New York,40.7115,-74.0105,3439.3855579196006
1200,Arizona,33.4215,-112.0125,North Carolina,35.3305,-81.8715,2763.6853187054103
1201,Arizona,33.4215,-112.0125,Illinois,40.4595,-87.6595,2292.4199766410115
1202,Arizona,33.4215,-112.0125,Pennsylvania,39.9585,-75.6095,3302.156653306407
1203,Arizona,33.4215,-112.0125,Pennsylvania,39.9585,-75.6095,3302.156653306407
1204,Arizona,33.4215,-112.0125,Iowa,41.2585,-95.8625,1668.5743689313597
1205,Arizona,33.4215,-112.0125,California,37.7195,-122.3985,1053.0693297993437
1206,Arizona,33.4215,-112.0125,Virginia,38.9475,-77.3715,3149.425312038947
1207,Arizona,33.4215,-112.0125,Kansas,38.9505,-95.2625,1620.959186376601
1208,Arizona,33.4215,-112.0125,Virginia,38.9475,-77.3715,3149.425312038947
1209,Arizona,33.4215,-112.0125,Colorado,39.7385,-104.9885,941.0236480400786
1210,Arizona,33.4215,-112.0125,California,37.7195,-122.3985,1053.0693297993437
1211,Arizona,33.4215,-112.0125,Kansas,38.9505,-95.2625,1620.959186376601
1212,Arizona,33.4215,-112.0125,California,37.7195,-122.3985,1053.0693297993437
1213,Arizona,33.4215,-112.0125,Virginia,38.9475,-77.3715,3149.425312038947
1214,Arizona,33.4215,-112.0125,Illinois,40.4595,-87.6595,2292.4199766410115
1215,Arizona,33.4215,-112.0125,California,37.7195,-122.3985,1053.0693297993437
1216,Arizona,33.4215,-112.0125,California,37.7195,-122.3985,1053.0693297993437
1217,Arizona,33.4215,-112.0125,Texas,32.7975,-96.8195,1415.5188620004064
1218,Arizona,33.4215,-112.0125,Texas,32.7975,-96.8195,1415.5188620004064
1219,Arizona,33.4215,-112.0125,Washington,47.6205,-122.3625,1801.312202537613
1220,Arizona,33.4215,-112.0125,Virginia,38.9475,-77.3715,3149.425312038947
1221,Arizona,33.4215,-112.0125,Indiana,39.9615,-86.1525,2407.776352219613
1222,Arizona,33.4215,-112.0125,"Washington, D.C.",38.8995,-77.0205,3179.7668367270962
1223,Arizona,33.4215,-112.0125,Texas,32.7975,-96.8195,1415.5188620004064
1224,Arizona,33.4215,-112.0125,Washington,47.6205,-122.3625,1801.312202537613
1225,Arizona,33.4215,-112.0125,Michigan,42.7105,-84.6685,2592.216206263857
1226,Arizona,33.4215,-112.0125,Colorado,39.7385,-104.9885,941.0236480400786
1227,Arizona,33.4215,-112.0125,Georgia,33.7795,-84.4205,2548.0853918677913
1228,Arizona,33.4215,-112.0125,Arizona,33.4215,-112.0125,0.0
1229,Arizona,33.4215,-112.0125,Florida,25.7885,-80.2295,3173.9720092296056
1230,Arizona,33.4215,-112.0125,California,37.7195,-122.3985,1053.0693297993437
1231,Arizona,33.4215,-112.0125,Virginia,38.9475,-77.3715,3149.425312038947
1232,Arizona,33.4215,-112.0125,California,37.7195,-122.3985,1053.0693297993437
1233,Georgia,33.7795,-84.4205,Florida,25.7885,-80.2295,976.0016391495011
1234,Georgia,33.7795,-84.4205,Illinois,40.4595,-87.6595,796.2021373592218
1235,Georgia,33.7795,-84.4205,Virginia,38.9475,-77.3715,853.0729626367884
1236,Georgia,33.7795,-84.4205,New York,40.7115,-74.0105,1199.8047912313455
1237,Georgia,33.7795,-84.4205,Washington,47.6205,-122.3625,3503.795003960967
1238,Georgia,33.7795,-84.4205,California,37.7195,-122.3985,3431.596265311825
1239,Georgia,33.7795,-84.4205,Michigan,42.7105,-84.6685,993.3166514703772
1240,Georgia,33.7795,-84.4205,Pennsylvania,39.9585,-75.6095,1041.333054237078
1241,Georgia,33.7795,-84.4205,North Carolina,35.3305,-81.8715,290.21280946323776
1242,Georgia,33.7795,-84.4205,Missouri,39.0985,-94.5795,1083.2134825652277
1243,Georgia,33.7795,-84.4205,Florida,25.7885,-80.2295,976.0016391495011
1244,Georgia,33.7795,-84.4205,North Carolina,35.3305,-81.8715,290.21280946323776
1245,Georgia,33.7795,-84.4205,California,37.7195,-122.3985,3431.596265311825
1246,Georgia,33.7795,-84.4205,Virginia,38.9475,-77.3715,853.0729626367884
1247,Georgia,33.7795,-84.4205,Texas,32.7975,-96.8195,1156.9369599878833
1248,Georgia,33.7795,-84.4205,Arizona,33.4215,-112.0125,2548.0853918677913
1249,Georgia,33.7795,-84.4205,Minnesota,48.5805,-96.5185,1926.9790961735227
1250,Georgia,33.7795,-84.4205,Massachusetts,42.3485,-71.0615,1505.3479512060055
1251,Georgia,33.7795,-84.4205,Florida,25.7885,-80.2295,976.0016391495011
1252,Georgia,33.7795,-84.4205,California,37.7195,-122.3985,3431.596265311825
1253,Georgia,33.7795,-84.4205,Virginia,38.9475,-77.3715,853.0729626367884
1254,Georgia,33.7795,-84.4205,Illinois,40.4595,-87.6595,796.2021373592218
1255,Georgia,33.7795,-84.4205,California,37.7195,-122.3985,3431.596265311825
1256,Georgia,33.7795,-84.4205,Utah,37.0815,-113.6225,2660.5585738714326
1257,Georgia,33.7795,-84.4205,Virginia,38.9475,-77.3715,853.0729626367884
1258,Georgia,33.7795,-84.4205,Florida,25.7885,-80.2295,976.0016391495011
1259,Georgia,33.7795,-84.4205,New Jersey,40.3485,-74.6515,1132.247335036545
1260,Georgia,33.7795,-84.4205,New Jersey,40.3485,-74.6515,1132.247335036545
1261,Georgia,33.7795,-84.4205,Virginia,38.9475,-77.3715,853.0729626367884
1262,Georgia,33.7795,-84.4205,Texas,32.7975,-96.8195,1156.9369599878833
1263,Georgia,33.7795,-84.4205,Georgia,33.7795,-84.4205,0.0
1264,Georgia,33.7795,-84.4205,California,37.7195,-122.3985,3431.596265311825
1265,Georgia,33.7795,-84.4205,California,37.7195,-122.3985,3431.596265311825
1266,Georgia,33.7795,-84.4205,New Jersey,40.3485,-74.6515,1132.247335036545
1267,Georgia,33.7795,-84.4205,Washington,47.6205,-122.3625,3503.795003960967
1268,Georgia,33.7795,-84.4205,California,37.7195,-122.3985,3431.596265311825
1269,Georgia,33.7795,-84.4205,New York,40.7115,-74.0105,1199.8047912313455
1270,Georgia,33.7795,-84.4205,Virginia,38.9475,-77.3715,853.0729626367884
1271,Georgia,33.7795,-84.4205,Texas,32.7975,-96.8195,1156.9369599878833
1272,Georgia,33.7795,-84.4205,Washington,47.6205,-122.3625,3503.795003960967
1273,Georgia,33.7795,-84.4205,Virginia,38.9475,-77.3715,853.0729626367884
1274,Georgia,33.7795,-84.4205,Virginia,38.9475,-77.3715,853.0729626367884
1275,Georgia,33.7795,-84.4205,California,37.7195,-122.3985,3431.596265311825
1276,Georgia,33.7795,-84.4205,New York,40.7115,-74.0105,1199.8047912313455
1277,Georgia,33.7795,-84.4205,North Carolina,35.3305,-81.8715,290.21280946323776
1278,Georgia,33.7795,-84.4205,Illinois,40.4595,-87.6595,796.2021373592218
1279,Georgia,33.7795,-84.4205,Pennsylvania,39.9585,-75.6095,1041.333054237078
1280,Georgia,33.7795,-84.4205,Pennsylvania,39.9585,-75.6095,1041.333054237078
1281,Georgia,33.7795,-84.4205,Iowa,41.2585,-95.8625,1305.6266983545731
1282,Georgia,33.7795,-84.4205,California,37.7195,-122.3985,3431.596265311825
1283,Georgia,33.7795,-84.4205,Virginia,38.9475,-77.3715,853.0729626367884
1284,Georgia,33.7795,-84.4205,Kansas,38.9505,-95.2625,1127.1144974306064
1285,Georgia,33.7795,-84.4205,Virginia,38.9475,-77.3715,853.0729626367884
1286,Georgia,33.7795,-84.4205,Colorado,39.7385,-104.9885,1943.0042259438092
1287,Georgia,33.7795,-84.4205,California,37.7195,-122.3985,3431.596265311825
1288,Georgia,33.7795,-84.4205,Kansas,38.9505,-95.2625,1127.1144974306064
1289,Georgia,33.7795,-84.4205,California,37.7195,-122.3985,3431.596265311825
1290,Georgia,33.7795,-84.4205,Virginia,38.9475,-77.3715,853.0729626367884
1291,Georgia,33.7795,-84.4205,Illinois,40.4595,-87.6595,796.2021373592218
1292,Georgia,33.7795,-84.4205,California,37.7195,-122.3985,3431.596265311825
1293,Georgia,33.7795,-84.4205,California,37.7195,-122.3985,3431.596265311825
1294,Georgia,33.7795,-84.4205,Texas,32.7975,-96.8195,1156.9369599878833
1295,Georgia,33.7795,-84.4205,Texas,32.7975,-96.8195,1156.9369599878833
1296,Georgia,33.7795,-84.4205,Washington,47.6205,-122.3625,3503.795003960967
1297,Georgia,33.7795,-84.4205,Virginia,38.9475,-77.3715,853.0729626367884
1298,Georgia,33.7795,-84.4205,Indiana,39.9615,-86.1525,704.4171778073256
1299,Georgia,33.7795,-84.4205,"Washington, D.C.",38.8995,-77.0205,873.1930094624115
1300,Georgia,33.7795,-84.4205,Texas,32.7975,-96.8195,1156.9369599878833
1301,Georgia,33.7795,-84.4205,Washington,47.6205,-122.3625,3503.795003960967
1302,Georgia,33.7795,-84.4205,Michigan,42.7105,-84.6685,993.3166514703772
1303,Georgia,33.7795,-84.4205,Colorado,39.7385,-104.9885,1943.0042259438092
1304,Georgia,33.7795,-84.4205,Georgia,33.7795,-84.4205,0.0
1305,Georgia,33.7795,-84.4205,Arizona,33.4215,-112.0125,2548.0853918677913
1306,Georgia,33.7795,-84.4205,Florida,25.7885,-80.2295,976.0016391495011
1307,Georgia,33.7795,-84.4205,California,37.7195,-122.3985,3431.596265311825
1308,Georgia,33.7795,-84.4205,Virginia,38.9475,-77.3715,853.0729626367884
1309,Georgia,33.7795,-84.4205,California,37.7195,-122.3985,3431.596265311825
1310,Minnesota,48.5805,-96.5185,Florida,25.7885,-80.2295,2902.4972608525777
1311,Minnesota,48.5805,-96.5185,Illinois,40.4595,-87.6595,1142.3840666786562
1312,Minnesota,48.5805,-96.5185,Virginia,38.9475,-77.3715,1865.484836058886
1313,Minnesota,48.5805,-96.5185,New York,40.7115,-74.0105,1973.9410308748343
1314,Minnesota,48.5805,-96.5185,Washington,47.6205,-122.3625,1912.9380575228174
1315,Minnesota,48.5805,-96.5185,California,37.7195,-122.3985,2404.7840157853207
1316,Minnesota,48.5805,-96.5185,Michigan,42.7105,-84.6685,1126.929390309528
1317,Minnesota,48.5805,-96.5185,Pennsylvania,39.9585,-75.6095,1911.963450360243
1318,Minnesota,48.5805,-96.5185,North Carolina,35.3305,-81.8715,1900.4306781631358
1319,Minnesota,48.5805,-96.5185,Missouri,39.0985,-94.5795,1065.6592566800346
1320,Minnesota,48.5805,-96.5185,Florida,25.7885,-80.2295,2902.4972608525777
1321,Minnesota,48.5805,-96.5185,North Carolina,35.3305,-81.8715,1900.4306781631358
1322,Minnesota,48.5805,-96.5185,California,37.7195,-122.3985,2404.7840157853207
1323,Minnesota,48.5805,-96.5185,Virginia,38.9475,-77.3715,1865.484836058886
1324,Minnesota,48.5805,-96.5185,Texas,32.7975,-96.8195,1755.1692654418825
1325,Minnesota,48.5805,-96.5185,Arizona,33.4215,-112.0125,2120.1560065857425
1326,Minnesota,48.5805,-96.5185,Georgia,33.7795,-84.4205,1926.9790961735227
1327,Minnesota,48.5805,-96.5185,Massachusetts,42.3485,-71.0615,2091.0720412385376
1328,Minnesota,48.5805,-96.5185,Florida,25.7885,-80.2295,2902.4972608525777
1329,Minnesota,48.5805,-96.5185,California,37.7195,-122.3985,2404.7840157853207
