,FROM_CITY,FROM_LATITUDE,FROM_LONGITUDE,TO_CITY,TO_LATITUDE,TO_LONGITUDE,GREAT CIRCLE DISTANCE (in KM),RICCI
910,Illinois,40.4595,-87.6595,Washington,47.6205,-122.3625,2859.2708257912027,0.07570621424875934
911,Illinois,40.4595,-87.6595,California,37.7195,-122.3985,2994.2083777273633,0.16450648038202487
912,Illinois,40.4595,-87.6595,Washington,47.6205,-122.3625,2859.2708257912027,0.026243848949983994
913,Illinois,40.4595,-87.6595,Arizona,33.4215,-112.0125,2292.4199766410115,0.12132024939312303
928,California,37.7195,-122.3985,Texas,32.7975,-96.8195,2378.027870957815,0.18516791041259906
929,California,37.7195,-122.3985,Texas,32.7975,-96.8195,2378.027870957815,0.22697368380656746
931,California,37.7195,-122.3985,Texas,32.7975,-96.8195,2378.027870957815,0.180871212019049
933,California,37.7195,-122.3985,Iowa,41.2585,-95.8625,2301.6269600960213,0.2484110167189213
934,California,37.7195,-122.3985,Texas,32.7975,-96.8195,2378.027870957815,0.22237318734727418
938,California,37.7195,-122.3985,Illinois,40.4595,-87.6595,2994.2083777273633,0.2000932828210471
954,Utah,37.0815,-113.6225,Illinois,40.4595,-87.6595,2273.487414789377,0.229424306518219
956,Utah,37.0815,-113.6225,Texas,32.7975,-96.8195,1601.438370160383,0.2229437228664911
957,Utah,37.0815,-113.6225,Illinois,40.4595,-87.6595,2273.487414789377,0.24434968014727232
963,Utah,37.0815,-113.6225,Michigan,42.7105,-84.6685,2534.507668705409,0.1075060532432397
1132,Texas,32.7975,-96.8195,California,37.7195,-122.3985,2378.027870957815,0.15423976529809025
1145,Texas,32.7975,-96.8195,California,37.7195,-122.3985,2378.027870957815,0.21934865883443033
1169,Georgia,33.7795,-84.4205,Arizona,33.4215,-112.0125,2548.0853918677913,0.05823068302751766
1171,Georgia,33.7795,-84.4205,California,37.7195,-122.3985,3431.596265311825,0.0025031288817823905
1186,California,37.7195,-122.3985,Texas,32.7975,-96.8195,2378.027870957815,0.21212121195514622
1188,California,37.7195,-122.3985,Texas,32.7975,-96.8195,2378.027870957815,0.2164179103159275
1223,Washington,47.6205,-122.3625,Iowa,41.2585,-95.8625,2206.8482456081347,0.2465828321252811
1224,Washington,47.6205,-122.3625,Illinois,40.4595,-87.6595,2859.2708257912027,0.2152142507353656
1226,Washington,47.6205,-122.3625,Illinois,40.4595,-87.6595,2859.2708257912027,0.20028887763128778
1227,Washington,47.6205,-122.3625,Texas,32.7975,-96.8195,2702.96402579537,0.24108658680579054
1228,Washington,47.6205,-122.3625,Michigan,42.7105,-84.6685,2974.732813581201,0.07709130579974777
1239,California,37.7195,-122.3985,Texas,32.7975,-96.8195,2378.027870957815,0.20149253644100906
1240,California,37.7195,-122.3985,Texas,32.7975,-96.8195,2378.027870957815,0.2121212120038931
1246,California,37.7195,-122.3985,Illinois,40.4595,-87.6595,2994.2083777273633,0.21641790986462417
1247,California,37.7195,-122.3985,Illinois,40.4595,-87.6595,2994.2083777273633,0.23134328273820293
1284,Texas,32.7975,-96.8195,California,37.7195,-122.3985,2378.027870957815,0.08562450827582158
1294,Texas,32.7975,-96.8195,California,37.7195,-122.3985,2378.027870957815,0.1842511578064555
1296,Texas,32.7975,-96.8195,California,37.7195,-122.3985,2378.027870957815,0.21762156901060947
1297,Texas,32.7975,-96.8195,California,37.7195,-122.3985,2378.027870957815,0.24179104283641473
1298,Texas,32.7975,-96.8195,California,37.7195,-122.3985,2378.027870957815,0.13021101368616883
1311,Washington,47.6205,-122.3625,Illinois,40.4595,-87.6595,2859.2708257912027,0.07749712968033362
1312,Washington,47.6205,-122.3625,Illinois,40.4595,-87.6595,2859.2708257912027,0.06257175649912128
1313,Washington,47.6205,-122.3625,Indiana,39.9615,-86.1525,2998.216955387207,-0.2028657621224954
1314,Washington,47.6205,-122.3625,Colorado,39.7385,-104.9885,1643.6496142041506,0.21225071218844704
1363,California,37.7195,-122.3985,Georgia,33.7795,-84.4205,3431.596265311825,0.009803921525646353
1426,Illinois,40.4595,-87.6595,Washington,47.6205,-122.3625,2859.2708257912027,0.2014925371316313
1427,Illinois,40.4595,-87.6595,Washington,47.6205,-122.3625,2859.2708257912027,0.16803081312009638
1429,Illinois,40.4595,-87.6595,California,37.7195,-122.3985,2994.2083777273633,0.18425115788247548
1443,Pennsylvania,39.9585,-75.6095,California,37.7195,-122.3985,4013.425386947584,0.03333333300358876
1473,Iowa,41.2585,-95.8625,California,37.7195,-122.3985,2301.6269600960213,0.1177520071107323
1476,Iowa,41.2585,-95.8625,California,37.7195,-122.3985,2301.6269600960213,0.22793687809626784
1477,Iowa,41.2585,-95.8625,Washington,47.6205,-122.3625,2206.8482456081347,0.24576271183503173
1478,Iowa,41.2585,-95.8625,Washington,47.6205,-122.3625,2206.8482456081347,0.23127391929192997
1509,Kansas,38.9505,-95.2625,California,37.7195,-122.3985,2362.0483631261804,0.24033437807891023
1512,Kansas,38.9505,-95.2625,California,37.7195,-122.3985,2362.0483631261804,0.17065390747974096
1513,Kansas,38.9505,-95.2625,Washington,47.6205,-122.3625,2380.138235719679,0.23753665641679056
1548,California,37.7195,-122.3985,Texas,32.7975,-96.8195,2378.027870957815,0.22825024432854668
1551,California,37.7195,-122.3985,Illinois,40.4595,-87.6595,2994.2083777273633,0.23254694174861146
1562,Kansas,38.9505,-95.2625,California,37.7195,-122.3985,2362.0483631261804,0.17011278192038204
1586,Illinois,40.4595,-87.6595,Washington,47.6205,-122.3625,2859.2708257912027,0.18295618612744002
1592,California,37.7195,-122.3985,Texas,32.7975,-96.8195,2378.027870957815,0.22188905513606916
1593,California,37.7195,-122.3985,Texas,32.7975,-96.8195,2378.027870957815,0.19487983276620813
1594,California,37.7195,-122.3985,Michigan,42.7105,-84.6685,3223.9265329572963,0.0584453526210692
1600,California,37.7195,-122.3985,Texas,32.7975,-96.8195,2378.027870957815,0.16741629136698677
1601,California,37.7195,-122.3985,Texas,32.7975,-96.8195,2378.027870957815,0.16878402869400178
1602,California,37.7195,-122.3985,Texas,32.7975,-96.8195,2378.027870957815,0.12591431532445885
1622,Texas,32.7975,-96.8195,Washington,47.6205,-122.3625,2702.96402579537,0.23913043446998938
1626,Washington,47.6205,-122.3625,Michigan,42.7105,-84.6685,2974.732813581201,0.0762711864228317
1650,Washington,47.6205,-122.3625,Michigan,42.7105,-84.6685,2974.732813581201,0.04483324123531307
1654,Michigan,42.7105,-84.6685,Arizona,33.4215,-112.0125,2592.216206263857,0.14585191737467973
1657,Colorado,39.7385,-104.9885,California,37.7195,-122.3985,1524.3328075685515,0.19676113358508396
