,FROM_CITY,FROM_LATITUDE,FROM_LONGITUDE,TO_CITY,TO_LATITUDE,TO_LONGITUDE,GREAT CIRCLE DISTANCE (in KM),RICCI
0,Florida,25.7885,-80.2295,Florida,25.7885,-80.2295,0.0,0.7647058822466708
1,Florida,25.7885,-80.2295,Florida,25.7885,-80.2295,0.0,0.8749999998024094
2,Florida,25.7885,-80.2295,Florida,25.7885,-80.2295,0.0,0.8909090892670422
3,Florida,25.7885,-80.2295,Florida,25.7885,-80.2295,0.0,0.8039215684319906
4,Florida,25.7885,-80.2295,Georgia,33.7795,-84.4205,976.0016391495011,0.806451612765578
5,Florida,25.7885,-80.2295,Georgia,33.7795,-84.4205,976.0016391495011,0.7352941170193514
6,Florida,25.7885,-80.2295,Georgia,33.7795,-84.4205,976.0016391495011,0.7592592591444384
7,Florida,25.7885,-80.2295,North Carolina,35.3305,-81.8715,1072.5524900048451,0.9019607841066466
8,Florida,25.7885,-80.2295,Virginia,38.9475,-77.3715,1487.3933795860755,0.8474576270650744
9,Florida,25.7885,-80.2295,Virginia,38.9475,-77.3715,1487.3933795860755,0.9056603771709165
10,Florida,25.7885,-80.2295,Virginia,38.9475,-77.3715,1487.3933795860755,0.8749999998065808
11,Florida,25.7885,-80.2295,"Washington, D.C.",38.8995,-77.0205,1488.4225975871973,0.8627450979078566
12,Florida,25.7885,-80.2295,Virginia,38.9475,-77.3715,1487.3933795860755,0.8596491225728974
13,Florida,25.7885,-80.2295,Virginia,38.9475,-77.3715,1487.3933795860755,0.907407406472493
14,Florida,25.7885,-80.2295,Virginia,38.9475,-77.3715,1487.3933795860755,0.8928571410539441
15,Florida,25.7885,-80.2295,Pennsylvania,39.9585,-75.6095,1632.9723517549762,0.8039215679020826
16,Florida,25.7885,-80.2295,Virginia,38.9475,-77.3715,1487.3933795860755,0.844827585168838
17,Florida,25.7885,-80.2295,New York,40.7115,-74.0105,1755.9839984012556,0.8771929801026762
18,Florida,25.7885,-80.2295,Pennsylvania,39.9585,-75.6095,1632.9723517549762,0.8749999998065812
19,Florida,25.7885,-80.2295,Virginia,38.9475,-77.3715,1487.3933795860755,0.9090909071976045
20,Florida,25.7885,-80.2295,Virginia,38.9475,-77.3715,1487.3933795860755,0.8039215684676685
21,Florida,25.7885,-80.2295,Texas,32.7975,-96.8195,1784.6916500544821,0.694444444402007
22,Florida,25.7885,-80.2295,Texas,32.7975,-96.8195,1784.6916500544821,0.6849315067992496
23,Florida,25.7885,-80.2295,New Jersey,40.3485,-74.6515,1699.395420609335,0.8703703702656019
24,Florida,25.7885,-80.2295,Texas,32.7975,-96.8195,1784.6916500544821,0.6944444443942354
25,Florida,25.7885,-80.2295,Texas,32.7975,-96.8195,1784.6916500544821,0.6944444444020073
26,Florida,25.7885,-80.2295,Texas,32.7975,-96.8195,1784.6916500544821,0.6745098030315859
27,Florida,25.7885,-80.2295,North Carolina,35.3305,-81.8715,1072.5524900048451,0.7450980389313222
28,Florida,25.7885,-80.2295,Massachusetts,42.3485,-71.0615,2022.7516455065243,0.9245283018380545
29,Florida,25.7885,-80.2295,Texas,32.7975,-96.8195,1784.6916500544821,0.6944444443959048
30,Florida,25.7885,-80.2295,Virginia,38.9475,-77.3715,1487.3933795860755,0.8627450946648719
31,Florida,25.7885,-80.2295,New Jersey,40.3485,-74.6515,1699.395420609335,0.8749999998406042
32,Florida,25.7885,-80.2295,New Jersey,40.3485,-74.6515,1699.395420609335,0.7254901957511846
33,Florida,25.7885,-80.2295,Virginia,38.9475,-77.3715,1487.3933795860755,0.7843137252759008
34,Florida,25.7885,-80.2295,North Carolina,35.3305,-81.8715,1072.5524900048451,0.90740740733683
35,Florida,25.7885,-80.2295,Illinois,40.4595,-87.6595,1770.2657059830774,0.68493150679925
36,Florida,25.7885,-80.2295,Michigan,42.7105,-84.6685,1924.6047755272223,0.862745096557249
37,Florida,25.7885,-80.2295,Illinois,40.4595,-87.6595,1770.2657059830774,0.7908496729938499
38,Florida,25.7885,-80.2295,New York,40.7115,-74.0105,1755.9839984012556,0.8727272725526313
