source,destination,geodesic_distance
6062,6062,0.0
6062,6565,0.15641881906744648
6062,6130,0.12479914797325092
6062,6549,0.1574135116943015
6062,6407,0.4216367060462119
6062,6095,0.36381483231090606
6062,6097,0.17329520018361436
6062,6072,0.1345528782389931
6062,6236,0.07020871793464878
6062,6373,0.17836912569876545
6062,6452,0.0
6062,6570,0.07020871793464878
6062,6482,0.36381483231090606
6062,6517,0.12479914797325092
6062,6061,0.15645627413599628
6062,6408,0.28372882926014875
6062,6454,0.07723707908178035
6062,6287,0.25887130632021926
6062,6222,0.1693457379487315
6062,6422,0.0
6062,6125,0.36381483231090606
6062,6497,0.12479914797325092
6062,6343,0.15641881906744648
6062,6229,0.36381483231090606
6062,6208,0.2926177223484244
6062,6341,0.12479914797325092
6062,6147,0.0
6062,6223,0.1574135116943015
6062,6436,0.1574135116943015
6062,6524,0.12479914797325092
6062,6067,0.15645627413599628
6062,6572,0.07723707908178035
6062,6492,0.36381483231090606
6062,6045,0.36381483231090606
6062,6574,0.1574135116943015
6062,6434,0.4216367060462119
6062,6525,0.36381483231090606
6062,6127,0.1574135116943015
6062,6140,0.12479914797325092
6062,6093,0.15645627413599628
6062,6065,0.4216367060462119
6062,6144,0.12479914797325092
6062,6247,0.12479914797325092
6062,6421,0.36381483231090606
6062,6557,0.1574135116943015
6062,6379,0.07020871793464878
6062,6259,0.15641881906744648
6062,6288,0.1345528782389931
6062,6388,0.1345528782389931
6062,6613,0.19699090744686865
6062,6122,0.36381483231090606
6062,6092,0.12479914797325092
6062,6216,0.17836912569876545
6062,6289,0.12479914797325092
6062,6292,0.23748699555060673
6062,6411,0.36381483231090606
6062,6257,0.17836912569876545
6062,6480,0.36381483231090606
6062,6479,0.12479914797325092
6062,6280,0.15641881906744648
6062,6290,0.36381483231090606
6062,6156,0.36381483231090606
6062,6409,0.15645627413599628
6062,6437,0.15645627413599628
6062,6264,0.4216367060462119
6062,6428,0.12479914797325092
6062,6418,0.13341744529126476
6062,6155,0.12479914797325092
6062,6265,0.15645627413599628
6062,6274,0.4216367060462119
6062,6389,0.17329520018361436
6062,6080,0.23748699555060673
6062,6066,0.07723707908178035
6062,6101,0.28372882926014875
6062,6266,0.0
6062,6215,0.36381483231090606
6062,6205,0.12479914797325092
6062,6074,0.36381483231090606
6565,6062,0.1575103840261289
6565,6565,0.0
6565,6130,0.07765146917559018
6565,6549,0.09578798489054685
6565,6407,0.30905455376456514
6565,6095,0.30273006376629696
6565,6097,0.036038877435769334
6565,6072,0.10093059224572792
6565,6236,0.09095294483810595
6565,6373,0.07794831490078646
6565,6452,0.1575103840261289
6565,6570,0.09095294483810595
6565,6482,0.30273006376629696
6565,6517,0.07765146917559018
6565,6061,0.14550175594235085
6565,6408,0.23813103846140177
6565,6454,0.07779615106196763
6565,6287,0.10725567214107756
6565,6222,0.12109885767665335
6565,6422,0.1575103840261289
6565,6125,0.30273006376629696
6565,6497,0.07765146917559018
6565,6343,0.0
6565,6229,0.30273006376629696
6565,6208,0.22951361202778078
6565,6341,0.07765146917559018
6565,6147,0.1575103840261289
6565,6223,0.09578798489054685
6565,6436,0.09578798489054685
6565,6524,0.07765146917559018
6565,6067,0.14550175594235085
6565,6572,0.07779615106196763
6565,6492,0.30273006376629696
6565,6045,0.30273006376629696
6565,6574,0.09578798489054685
6565,6434,0.30905455376456514
6565,6525,0.30273006376629696
6565,6127,0.09578798489054685
6565,6140,0.07765146917559018
6565,6093,0.14550175594235085
6565,6065,0.30905455376456514
6565,6144,0.07765146917559018
6565,6247,0.07765146917559018
6565,6421,0.30273006376629696
6565,6557,0.09578798489054685
6565,6379,0.09095294483810595
6565,6259,0.0
6565,6288,0.10093059224572792
6565,6388,0.10093059224572792
6565,6613,0.07056968410061926
6565,6122,0.30273006376629696
6565,6092,0.07765146917559018
6565,6216,0.07794831490078646
6565,6289,0.07765146917559018
6565,6292,0.1497892126961544
6565,6411,0.30273006376629696
6565,6257,0.07794831490078646
6565,6480,0.30273006376629696
6565,6479,0.07765146917559018
6565,6280,0.0
6565,6290,0.30273006376629696
6565,6156,0.30273006376629696
6565,6409,0.14550175594235085
6565,6437,0.14550175594235085
6565,6264,0.30905455376456514
6565,6428,0.07765146917559018
6565,6418,0.021696661148605467
6565,6155,0.07765146917559018
6565,6265,0.14550175594235085
6565,6274,0.30905455376456514
6565,6389,0.036038877435769334
6565,6080,0.1497892126961544
6565,6066,0.07779615106196763
6565,6101,0.23813103846140177
6565,6266,0.1575103840261289
6565,6215,0.30273006376629696
6565,6205,0.07765146917559018
6565,6074,0.30273006376629696
6130,6062,0.12584270426970984
6130,6565,0.07750133049927793
6130,6130,0.0
6130,6549,0.036017692923413114
6130,6407,0.388739448928609
6130,6095,0.3733704440080569
6130,6097,0.07148834757325812
6130,6072,0.021644501881025624
6130,6236,0.0559707804153835
6130,6373,0.14635420766837198
6130,6452,0.12584270426970984
6130,6570,0.0559707804153835
6130,6482,0.3733704440080569
6130,6517,0.0
6130,6061,0.19225716846858268
6130,6408,0.30250683065033773
6130,6454,0.0724339533794891
6130,6287,0.18167496993081111
6130,6222,0.055645921897360284
6130,6422,0.12584270426970984
6130,6125,0.3733704440080569
6130,6497,0.0
6130,6343,0.07750133049927793
6130,6229,0.3733704440080569
6130,6208,0.29843331784085964
6130,6341,0.0
6130,6147,0.12584270426970984
6130,6223,0.036017692923413114
6130,6436,0.036017692923413114
6130,6524,0.0
6130,6067,0.19225716846858268
6130,6572,0.0724339533794891
6130,6492,0.3733704440080569
6130,6045,0.3733704440080569
6130,6574,0.036017692923413114
6130,6434,0.388739448928609
6130,6525,0.3733704440080569
6130,6127,0.036017692923413114
6130,6140,0.0
6130,6093,0.19225716846858268
6130,6065,0.388739448928609
6130,6144,0.0
6130,6247,0.0
6130,6421,0.3733704440080569
6130,6557,0.036017692923413114
6130,6379,0.0559707804153835
6130,6259,0.07750133049927793
6130,6288,0.021644501881025624
6130,6388,0.021644501881025624
6130,6613,0.14924115493040635
6130,6122,0.3733704440080569
6130,6092,0.0
6130,6216,0.14635420766837198
6130,6289,0.0
6130,6292,0.2217695190475106
6130,6411,0.3733704440080569
6130,6257,0.14635420766837198
6130,6480,0.3733704440080569
6130,6479,0.0
6130,6280,0.07750133049927793
6130,6290,0.3733704440080569
6130,6156,0.3733704440080569
6130,6409,0.19225716846858268
6130,6437,0.19225716846858268
6130,6264,0.388739448928609
6130,6428,0.0
6130,6418,0.07051926979632395
6130,6155,0.0
6130,6265,0.19225716846858268
6130,6274,0.388739448928609
6130,6389,0.07148834757325812
6130,6080,0.2217695190475106
6130,6066,0.0724339533794891
6130,6101,0.30250683065033773
6130,6266,0.12584270426970984
6130,6215,0.3733704440080569
6130,6205,0.0
6130,6074,0.3733704440080569
6549,6062,0.15871673185369545
6549,6565,0.09587715494210458
6549,6130,0.03626366104961598
6549,6549,0.0
6549,6407,0.40662668908373906
6549,6095,0.40145236987391086
6549,6097,0.07751692168229235
6549,6072,0.02176621039428628
6549,6236,0.09200834352115067
6549,6373,0.17440306321059199
6549,6452,0.15871673185369545
6549,6570,0.09200834352115067
6549,6482,0.40145236987391086
6549,6517,0.03626366104961598
6549,6061,0.22728194467156898
6549,6408,0.3333359663996594
6549,6454,0.10911190768348805
6549,6287,0.1904281333873855
6549,6222,0.021631239136679303
6549,6422,0.15871673185369545
6549,6125,0.40145236987391086
6549,6497,0.03626366104961598
6549,6343,0.09587715494210458
6549,6229,0.40145236987391086
6549,6208,0.327276141238872
6549,6341,0.03626366104961598
6549,6147,0.15871673185369545
6549,6223,0.0
6549,6436,0.0
6549,6524,0.03626366104961598
6549,6067,0.22728194467156898
6549,6572,0.10911190768348805
6549,6492,0.40145236987391086
6549,6045,0.40145236987391086
6549,6574,0.0
6549,6434,0.40662668908373906
6549,6525,0.40145236987391086
6549,6127,0.0
6549,6140,0.03626366104961598
6549,6093,0.22728194467156898
6549,6065,0.40662668908373906
6549,6144,0.03626366104961598
6549,6247,0.03626366104961598
6549,6421,0.40145236987391086
6549,6557,0.0
6549,6379,0.09200834352115067
6549,6259,0.09587715494210458
6549,6288,0.02176621039428628
6549,6388,0.02176621039428628
6549,6613,0.17162065080298694
6549,6122,0.40145236987391086
6549,6092,0.03626366104961598
6549,6216,0.17440306321059199
6549,6289,0.03626366104961598
6549,6292,0.248772836792926
6549,6411,0.40145236987391086
6549,6257,0.17440306321059199
6549,6480,0.40145236987391086
6549,6479,0.03626366104961598
6549,6280,0.09587715494210458
6549,6290,0.40145236987391086
6549,6156,0.40145236987391086
6549,6409,0.22728194467156898
6549,6437,0.22728194467156898
6549,6264,0.40662668908373906
6549,6428,0.03626366104961598
6549,6418,0.10138541462033107
6549,6155,0.03626366104961598
6549,6265,0.22728194467156898
6549,6274,0.40662668908373906
6549,6389,0.07751692168229235
6549,6080,0.248772836792926
6549,6066,0.10911190768348805
6549,6101,0.3333359663996594
6549,6266,0.15871673185369545
6549,6215,0.40145236987391086
6549,6205,0.03626366104961598
6549,6074,0.40145236987391086
6407,6062,0.4215493178603691
6407,6565,0.30788620193751925
6407,6130,0.38793467209804794
6407,6549,0.4056962922106849
6407,6407,0.0
6407,6095,0.12041544038397789
6407,6097,0.3263678834657127
6407,6072,0.41217135673344557
6407,6236,0.38308836001937374
6407,6373,0.24655586901301774
6407,6452,0.4215493178603691
6407,6570,0.38308836001937374
6407,6482,0.12041544038397789
6407,6517,0.38793467209804794
6407,6061,0.26880452810682176
6407,6408,0.1674053850112308
6407,6454,0.3602593353204483
6407,6287,0.2212272080299093
6407,6222,0.4303896152685213
6407,6422,0.4215493178603691
6407,6125,0.12041544038397789
6407,6497,0.38793467209804794
6407,6343,0.30788620193751925
6407,6229,0.12041544038397789
6407,6208,0.14591725039914594
6407,6341,0.38793467209804794
6407,6147,0.4215493178603691
6407,6223,0.4056962922106849
6407,6436,0.4056962922106849
6407,6524,0.38793467209804794
6407,6067,0.26880452810682176
6407,6572,0.3602593353204483
6407,6492,0.12041544038397789
6407,6045,0.12041544038397789
6407,6574,0.4056962922106849
6407,6434,0.0
6407,6525,0.12041544038397789
6407,6127,0.4056962922106849
6407,6140,0.38793467209804794
6407,6093,0.26880452810682176
6407,6065,0.0
6407,6144,0.38793467209804794
6407,6247,0.38793467209804794
6407,6421,0.12041544038397789
6407,6557,0.4056962922106849
6407,6379,0.38308836001937374
6407,6259,0.30788620193751925
6407,6288,0.41217135673344557
6407,6388,0.41217135673344557
6407,6613,0.23618618451528856
6407,6122,0.12041544038397789
6407,6092,0.38793467209804794
6407,6216,0.24655586901301774
6407,6289,0.38793467209804794
6407,6292,0.18126114640359642
6407,6411,0.12041544038397789
6407,6257,0.24655586901301774
6407,6480,0.12041544038397789
6407,6479,0.38793467209804794
6407,6280,0.30788620193751925
6407,6290,0.12041544038397789
6407,6156,0.12041544038397789
6407,6409,0.26880452810682176
6407,6437,0.26880452810682176
6407,6264,0.0
6407,6428,0.38793467209804794
6407,6418,0.316140625051732
6407,6155,0.38793467209804794
6407,6265,0.26880452810682176
6407,6274,0.0
6407,6389,0.3263678834657127
6407,6080,0.18126114640359642
6407,6066,0.3602593353204483
6407,6101,0.1674053850112308
6407,6266,0.4215493178603691
6407,6215,0.12041544038397789
6407,6205,0.38793467209804794
6407,6074,0.12041544038397789
6095,6062,0.36443210021864714
6095,6565,0.30253752242912213
6095,6130,0.3733308062135777
6095,6549,0.40124204849311323
6095,6407,0.12190160482701046
6095,6095,0.0
6095,6097,0.33318576078244033
6095,6072,0.39834370989671414
6095,6236,0.34840044992895003
6095,6373,0.2238095122594101
6095,6452,0.36443210021864714
6095,6570,0.34840044992895003
6095,6482,0.0
6095,6517,0.3733308062135777
6095,6061,0.20442524700804202
6095,6408,0.07746476727198648
6095,6454,0.3233630644841051
6095,6287,0.2624641982235896
6095,6222,0.4260693829526412
6095,6422,0.36443210021864714
6095,6125,0.0
6095,6497,0.3733308062135777
6095,6343,0.30253752242912213
6095,6229,0.0
6095,6208,0.07051349121930034
6095,6341,0.3733308062135777
6095,6147,0.36443210021864714
6095,6223,0.40124204849311323
6095,6436,0.40124204849311323
6095,6524,0.3733308062135777
6095,6067,0.20442524700804202
6095,6572,0.3233630644841051
6095,6492,0.0
6095,6045,0.0
6095,6574,0.40124204849311323
6095,6434,0.12190160482701046
6095,6525,0.0
6095,6127,0.40124204849311323
6095,6140,0.3733308062135777
6095,6093,0.20442524700804202
6095,6065,0.12190160482701046
6095,6144,0.3733308062135777
6095,6247,0.3733308062135777
6095,6421,0.0
6095,6557,0.40124204849311323
6095,6379,0.34840044992895003
6095,6259,0.30253752242912213
6095,6288,0.39834370989671414
6095,6388,0.39834370989671414
6095,6613,0.2294544724484619
6095,6122,0.0
6095,6092,0.3733308062135777
6095,6216,0.2238095122594101
6095,6289,0.3733308062135777
6095,6292,0.14974281740113887
6095,6411,0.0
6095,6257,0.2238095122594101
6095,6480,0.0
6095,6479,0.3733308062135777
6095,6280,0.30253752242912213
6095,6290,0.0
6095,6156,0.0
6095,6409,0.20442524700804202
6095,6437,0.20442524700804202
6095,6264,0.12190160482701046
6095,6428,0.3733308062135777
6095,6418,0.2984280391593929
6095,6155,0.3733308062135777
6095,6265,0.20442524700804202
6095,6274,0.12190160482701046
6095,6389,0.33318576078244033
6095,6080,0.14974281740113887
6095,6066,0.3233630644841051
6095,6101,0.07746476727198648
6095,6266,0.36443210021864714
6095,6215,0.0
6095,6205,0.3733308062135777
6095,6074,0.0
6097,6062,0.1745654049924773
6097,6565,0.036227354874086515
6097,6130,0.07182257418057975
6097,6549,0.07761044711366122
6097,6407,0.32767195552954764
6097,6095,0.3335402055588011
6097,6097,0.0
6097,6072,0.0908476943854521
6097,6236,0.10119545966667587
6097,6373,0.11299286019009103
6097,6452,0.1745654049924773
6097,6570,0.10119545966667587
6097,6482,0.3335402055588011
6097,6517,0.07182257418057975
6097,6061,0.1821691803272394
6097,6408,0.27200039687694644
6097,6454,0.0961396508991102
6097,6287,0.11176762309544347
6097,6222,0.10088068626215557
6097,6422,0.1745654049924773
6097,6125,0.3335402055588011
6097,6497,0.07182257418057975
6097,6343,0.036227354874086515
6097,6229,0.3335402055588011
6097,6208,0.2617870002561531
6097,6341,0.07182257418057975
6097,6147,0.1745654049924773
6097,6223,0.07761044711366122
6097,6436,0.07761044711366122
6097,6524,0.07182257418057975
6097,6067,0.1821691803272394
6097,6572,0.0961396508991102
6097,6492,0.3335402055588011
6097,6045,0.3335402055588011
6097,6574,0.07761044711366122
6097,6434,0.32767195552954764
6097,6525,0.3335402055588011
6097,6127,0.07761044711366122
6097,6140,0.07182257418057975
6097,6093,0.1821691803272394
6097,6065,0.32767195552954764
6097,6144,0.07182257418057975
6097,6247,0.07182257418057975
6097,6421,0.3335402055588011
6097,6557,0.07761044711366122
6097,6379,0.10119545966667587
6097,6259,0.036227354874086515
6097,6288,0.0908476943854521
6097,6388,0.0908476943854521
6097,6613,0.10141922861730063
6097,6122,0.3335402055588011
6097,6092,0.07182257418057975
6097,6216,0.11299286019009103
6097,6289,0.07182257418057975
6097,6292,0.18173688066173255
6097,6411,0.3335402055588011
6097,6257,0.11299286019009103
6097,6480,0.3335402055588011
6097,6479,0.07182257418057975
6097,6280,0.036227354874086515
6097,6290,0.3335402055588011
6097,6156,0.3335402055588011
6097,6409,0.1821691803272394
6097,6437,0.1821691803272394
6097,6264,0.32767195552954764
6097,6428,0.07182257418057975
6097,6418,0.055918467406782635
6097,6155,0.07182257418057975
6097,6265,0.1821691803272394
6097,6274,0.32767195552954764
6097,6389,0.0
6097,6080,0.18173688066173255
6097,6066,0.0961396508991102
6097,6101,0.27200039687694644
